Compound,Date,Negative,Neutral,Positive,Tweet Count,Tweet text,User
-0.599,Wed Apr 11 23:07:43 +0000 2018,0.262,0.738,0.0,29,@lulualma @cta Wouldn’t wanna have a near death experience with anyone else 😫😭,@CTA
0.0,Wed Apr 11 23:03:31 +0000 2018,0.0,1.0,0.0,30,"RT @Ted_Trembley: Bird staying over at his brother’s nest:

“How often does the train go by?”

“So often you don't even notice it.”

#Blues…",@CTA
-0.402,Wed Apr 11 23:01:28 +0000 2018,0.114,0.886,0.0,31,RT @cta: Some Forest Park-bound Blue Line trains are operating with residual delays after an earlier mechanical problem on a train at Weste…,@CTA
0.659,Wed Apr 11 23:01:15 +0000 2018,0.0,0.785,0.215,32,Ack! Is @Cta bringing back their #Redline announcements for @Cubs games? Those were great last season. #AvoidingTheCrowds,@CTA
0.0,Wed Apr 11 22:58:39 +0000 2018,0.0,1.0,0.0,33,The @cta train I was on almost derailed... how is YOUR week going? #isthistheafterlife? #survivor,@CTA
-0.402,Wed Apr 11 22:58:12 +0000 2018,0.114,0.886,0.0,34,RT @cta: Some Forest Park-bound Blue Line trains are operating with residual delays after an earlier mechanical problem on a train at Weste…,@CTA
-0.128,Wed Apr 11 22:57:50 +0000 2018,0.104,0.811,0.085,35,RT @cta: Forest Park-bound Blue Line trains are standing at Western (FP) due to a mechanical problem on a train; crews working to restore s…,@CTA
-0.67,Wed Apr 11 22:54:10 +0000 2018,0.17,0.83,0.0,36,"Hey @cta, brown line run #402 nearly just killed us all twice taking the corners of the Lake Street switch at full… https://t.co/Ma8N8NJqkr",@CTA
-0.402,Wed Apr 11 22:52:04 +0000 2018,0.114,0.886,0.0,37,RT @cta: Some Forest Park-bound Blue Line trains are operating with residual delays after an earlier mechanical problem on a train at Weste…,@CTA
-0.128,Wed Apr 11 22:48:04 +0000 2018,0.104,0.811,0.085,38,RT @cta: Forest Park-bound Blue Line trains are standing at Western (FP) due to a mechanical problem on a train; crews working to restore s…,@CTA
-0.511,Wed Apr 11 22:46:14 +0000 2018,0.136,0.864,0.0,39,RT @cta: Some Kimball-bound Brown Line trains are operating with residual delays after an earlier sick customer at Armitage; service is res…,@CTA
-0.153,Wed Apr 11 22:45:29 +0000 2018,0.144,0.743,0.114,40,RT @YoshHahn: @cta Please GD just fix this train already. I'm tired of tweeting @MAshed18 every morning.,@CTA
-0.696,Wed Apr 11 22:39:54 +0000 2018,0.268,0.732,0.0,41,@cta what the fuck is going on with the red line. Slower than usual!?????,@CTA
0.586,Wed Apr 11 22:39:31 +0000 2018,0.0,0.696,0.304,42,@cta Please air out all Red Line cars. They literally smell like 💩💩💩,@CTA
0.368,Wed Apr 11 22:32:49 +0000 2018,0.0,0.877,0.123,43,@cta FYI - Whoever is driving the  NB Brown Line run 425 is taking the corners WAY too fast tonight,@CTA
-0.402,Wed Apr 11 22:32:15 +0000 2018,0.15,0.85,0.0,44,@cta 146 NB inner LSD bus driver says ROSCOE AND HAWTHORNE stops eliminated. Is this due to low riders or current c… https://t.co/JYPMP3cTSS,@CTA
-0.577,Wed Apr 11 22:29:13 +0000 2018,0.247,0.638,0.115,45,"@cta 
TELL THE IDIOT CONDUCTOR ON THE WESTBOUND BLUE LINE At WESTERN TO STOP BLOWING INTO THE INTERCOM LIKE A MORON… https://t.co/G8rc4BYrGM",@CTA
-0.811,Wed Apr 11 22:28:33 +0000 2018,0.38,0.62,0.0,46,HOLY FUCK OUR TRAIN JUST ABOUT DERAILED. IT WAS LITERALLY ON ITS SIDE. @cta,@CTA
-0.649,Wed Apr 11 22:27:55 +0000 2018,0.27,0.73,0.0,47,Then after waiting for my train they decide to make it express to miss my stop because @cta sucks dicks,@CTA
0.0,Wed Apr 11 22:19:13 +0000 2018,0.0,1.0,0.0,48,@cta can I get some a/c?,@CTA
0.296,Wed Apr 11 22:16:42 +0000 2018,0.153,0.687,0.16,49,Have to love drunk guys passing out next to you and stopping rush hour commutes. Another day with @cta @CTAFails https://t.co/xgEh0TG2dD,@CTA
-0.691,Wed Apr 11 22:06:13 +0000 2018,0.192,0.808,0.0,50,Fuck you @cta there is no need for a blue line train that only goes to UIC while there are 4 trains that pass in the other direction.,@CTA
0.271,Wed Apr 11 21:55:08 +0000 2018,0.07,0.804,0.125,51,"Why are there 278282 police officers  at the State/Lake stop?! @cta 

Ok maybe 15 cops, I over exaggerated a bit",@CTA
-0.103,Wed Apr 11 21:40:18 +0000 2018,0.142,0.733,0.125,52,"Thanks @cta for proving once again your incompetence. 60 outside, heats on full blast, everyone’s sweating. Real in… https://t.co/IbaUdhzCkF",@CTA
0.0,Wed Apr 11 21:34:27 +0000 2018,0.0,1.0,0.0,53,Time to see if the @cta understands that it’s 60 out today and not 6.,@CTA
0.43,Wed Apr 11 21:16:15 +0000 2018,0.0,0.89,0.11,54,"What a great day to not only catch one baseball game, but two! Take the @cta Red Line for a @whitesox day game on t… https://t.co/J8PdJFkQic",@CTA
0.0,Wed Apr 11 21:13:57 +0000 2018,0.0,1.0,0.0,55,"RT @WBEZWorldview: ""We shouldn't have to turn over an entire paycheck just to ride the train from one side of town to another,"" says James…",@CTA
0.0,Wed Apr 11 21:09:23 +0000 2018,0.0,1.0,0.0,56,"RT @WBEZWorldview: ""We shouldn't have to turn over an entire paycheck just to ride the train from one side of town to another,"" says James…",@CTA
0.0,Wed Apr 11 21:05:36 +0000 2018,0.0,1.0,0.0,57,RT @ZachThaRippa: When there’s a guy doing gymnamstics while smoking a blunt across from a lady smoking a cigarette on the red line and a @…,@CTA
-0.542,Wed Apr 11 20:58:52 +0000 2018,0.127,0.873,0.0,58,RT @_glike: @cta how is it possible that you constantly fuck up forest park trains so that there’s 17 minute gaps between trains on a weekd…,@CTA
-0.226,Wed Apr 11 20:46:40 +0000 2018,0.087,0.913,0.0,59,RT @brandonmbender: Why is it that whenever you have to be somewhere the @cta train you ride ALWAYS gets delayed? 🙄😠,@CTA
-0.542,Wed Apr 11 20:45:38 +0000 2018,0.127,0.873,0.0,60,RT @_glike: @cta how is it possible that you constantly fuck up forest park trains so that there’s 17 minute gaps between trains on a weekd…,@CTA
0.0,Wed Apr 11 20:41:16 +0000 2018,0.0,1.0,0.0,61,"Today I found out who rides the blue line at 330 pm. High schoolers, that's who. @cta",@CTA
0.743,Wed Apr 11 20:36:31 +0000 2018,0.113,0.545,0.342,62,"RT @cillic: Why yes, I'd love the jalopy train with broken doors this morning. thank you @cta. #BlueLineIsTheWorst #Chicago",@CTA
-0.153,Wed Apr 11 20:36:21 +0000 2018,0.144,0.743,0.114,63,RT @YoshHahn: @cta Please GD just fix this train already. I'm tired of tweeting @MAshed18 every morning.,@CTA
0.854,Wed Apr 11 20:31:16 +0000 2018,0.114,0.572,0.314,64,RT @keipop: Thanks to @cta delay I ate my WOW BAOs on platform where I had a great view of a mouse under the tracks. Did not share my lunch…,@CTA
-0.637,Wed Apr 11 19:59:17 +0000 2018,0.296,0.704,0.0,65,The tale of the doomed @cta red line escalator. #BustedCommute https://t.co/LSjYV4tOwv,@CTA
0.0,Wed Apr 11 19:48:58 +0000 2018,0.0,1.0,0.0,66,This guy stepped off the bus to let people off bc so many are always getting off at Belmont and the bus driver kick… https://t.co/XPm6hCWmDK,@CTA
0.402,Wed Apr 11 19:27:02 +0000 2018,0.0,0.87,0.13,67,"@alexhartzler Yes, it was a very multi-modal trip: Walked from my home to a @DivvyBikes station, biked to the @cta… https://t.co/SE8kDoJ6Cn",@CTA
0.382,Wed Apr 11 19:22:05 +0000 2018,0.0,0.88,0.12,68,"RT @WBEZWorldview: ""Transit connects people with jobs, educational opportunities, and healthcare, and having lots of people in a city who a…",@CTA
0.0,Wed Apr 11 18:44:07 +0000 2018,0.0,1.0,0.0,69,@Suntimes @slesposito Waiting for all the .@cta escalator stories to start pouring in...,@CTA
0.882,Wed Apr 11 18:34:36 +0000 2018,0.07,0.579,0.351,70,Thanks to @cta delay I ate my WOW BAOs on platform where I had a great view of a mouse under the tracks. Did not sh… https://t.co/R3yA6GCxHM,@CTA
-0.296,Wed Apr 11 18:12:42 +0000 2018,0.196,0.804,0.0,71,"I'm at @CTA Bus Stop 5338 in Chicago, IL https://t.co/VEJtWPQIcB",@CTA
0.0,Wed Apr 11 18:09:24 +0000 2018,0.0,1.0,0.0,72,RT @cta: The Harlem-bound elevator at King Drive (Green Line) is temporarily out-of-service.,@CTA
0.0,Wed Apr 11 18:04:41 +0000 2018,0.0,1.0,0.0,73,"There were more folks waiting for the @cta Red Line at the 35th St station than were at ""This Space for Rent Field""… https://t.co/OO8Lvj5gD5",@CTA
-0.511,Wed Apr 11 17:51:03 +0000 2018,0.13,0.87,0.0,74,RT @cta: Some Forest Park-bound Blue Line trains are operating with residual delays after an earlier sick customer at Damen; service is res…,@CTA
0.0,Wed Apr 11 17:47:51 +0000 2018,0.0,1.0,0.0,75,"RT @keipop: @cta I’m at Jackson waiting for FP bound blue line and it says the next one is 27 min, then after a min it became 20 min, then…",@CTA
0.0,Wed Apr 11 17:47:49 +0000 2018,0.0,1.0,0.0,76,RT @slwalter123: Finally made it to ORD on the @cta Blue Line run that would never end.,@CTA
-0.511,Wed Apr 11 17:41:03 +0000 2018,0.13,0.87,0.0,77,RT @cta: Some Forest Park-bound Blue Line trains are operating with residual delays after an earlier sick customer at Damen; service is res…,@CTA
0.0,Wed Apr 11 17:31:57 +0000 2018,0.0,1.0,0.0,78,"RT @AdolfogusResist: CUANDO EL ODIO DE CLASES
EL ANTI-PERONISMO CRECE
APARECEN LAS DICTADURAS

ARGENTINA EN SU LABERINTO
@TognettiDaniel
@V…",@CTA
0.0,Wed Apr 11 17:30:33 +0000 2018,0.0,1.0,0.0,79,"RT @WBEZWorldview: ""We shouldn't have to turn over an entire paycheck just to ride the train from one side of town to another,"" says James…",@CTA
0.0,Wed Apr 11 17:28:56 +0000 2018,0.0,1.0,0.0,80,"@cta I’m at Jackson waiting for FP bound blue line and it says the next one is 27 min, then after a min it became 2… https://t.co/C8WdpmtJy6",@CTA
0.0,Wed Apr 11 17:22:36 +0000 2018,0.0,1.0,0.0,81,"""We shouldn't have to turn over an entire paycheck just to ride the train from one side of town to another,"" says J… https://t.co/r3FTJI4PjS",@CTA
0.382,Wed Apr 11 17:11:54 +0000 2018,0.0,0.86,0.14,82,"""Transit connects people with jobs, educational opportunities, and healthcare, and having lots of people in a city… https://t.co/GIMKtTdJOk",@CTA
-0.664,Wed Apr 11 17:08:56 +0000 2018,0.17,0.771,0.059,83,"Yes, its 54 degrees out which is the a stinkin heatwave compared to out never ending winter but why the fuck is the AC on @cta ???",@CTA
0.0,Wed Apr 11 16:59:39 +0000 2018,0.0,1.0,0.0,84,Finally made it to ORD on the @cta Blue Line run that would never end.,@CTA
-0.296,Wed Apr 11 16:52:47 +0000 2018,0.109,0.891,0.0,85,RT @dacarldrac: @cta How many trains will I wait for today at the blue line damen stop?  Now at 6.,@CTA
0.44,Wed Apr 11 16:43:01 +0000 2018,0.0,0.828,0.172,86,@cta How late will the Yellow Line run from Howard after tonight's Cubs game? Thanks.,@CTA
0.0,Wed Apr 11 16:41:43 +0000 2018,0.0,1.0,0.0,87,"RT @AdolfogusResist: CUANDO EL ODIO DE CLASES
EL ANTI-PERONISMO CRECE
APARECEN LAS DICTADURAS

ARGENTINA EN SU LABERINTO
@TognettiDaniel
@V…",@CTA
0.0,Wed Apr 11 16:37:15 +0000 2018,0.0,1.0,0.0,88,"CUANDO EL ODIO DE CLASES
EL ANTI-PERONISMO CRECE
APARECEN LAS DICTADURAS

ARGENTINA EN SU LABERINTO
@TognettiDaniel… https://t.co/QiV748W4US",@CTA
0.0,Wed Apr 11 16:21:01 +0000 2018,0.0,1.0,0.0,89,RT @dulcee_beat: @cta These blue line tracks never work correctly.,@CTA
-0.296,Wed Apr 11 16:20:57 +0000 2018,0.109,0.891,0.0,90,RT @dacarldrac: @cta How many trains will I wait for today at the blue line damen stop?  Now at 6.,@CTA
-0.052,Wed Apr 11 16:20:52 +0000 2018,0.087,0.833,0.08,91,"RT @cheezballchaser: @cta Another day, another blue line delay. Can't wait until the weather warms up so I don't have to deal with your con…",@CTA
0.637,Wed Apr 11 16:20:26 +0000 2018,0.0,0.781,0.219,92,RT @homergabeguzman: I love that for only 2.50 I can get off the @cta blue line with whiplash.,@CTA
0.296,Wed Apr 11 16:20:20 +0000 2018,0.0,0.909,0.091,93,RT @edelweiss_: @cta your O’Hare bound Blue Line service in the morning is a joke.  We are regularly waiting 10-13 for a train during RUSH…,@CTA
-0.296,Wed Apr 11 16:20:00 +0000 2018,0.091,0.909,0.0,94,"RT @ashley_jemes: @cta When will you update the Blue Line? Been waiting 10 minutes for a train (again). It’s rush hour, no broadcast delays…",@CTA
0.0,Wed Apr 11 16:03:38 +0000 2018,0.0,1.0,0.0,95,"|Summit Sponsor Highlight|
The @cta cultivates a diverse workforce that comprise 5 major lines of business: Mainten… https://t.co/AkbZF5YuIC",@CTA
0.0,Wed Apr 11 15:41:50 +0000 2018,0.0,1.0,0.0,96,RT @MassTransitmag: .@cta Unveils Interactive Artwork at Damen Blue Line https://t.co/OMLC3HUSZw https://t.co/JIfsYa1cSY,@CTA
0.0,Wed Apr 11 15:37:14 +0000 2018,0.0,1.0,0.0,97,"Bird staying over at his brother’s nest:

“How often does the train go by?”

“So often you don't even notice it.”… https://t.co/MFbGwCpYLg",@CTA
0.494,Wed Apr 11 15:35:18 +0000 2018,0.0,0.61,0.39,98,@YoshHahn @cta I enjoy it too much,@CTA
0.0,Wed Apr 11 15:34:23 +0000 2018,0.0,1.0,0.0,99,"Leaving the station (at @CTA - Berwyn in Chicago, IL) https://t.co/iNYajFOtrs",@CTA
0.285,Thu Apr 12 01:59:03 +0000 2018,0.0,0.805,0.195,0,"My @Uber smells like a fart. I know this isn’t important, but I just needed to say it.",@Uber
-0.459,Thu Apr 12 01:58:56 +0000 2018,0.25,0.75,0.0,1,Uber is getting me irritated fix your fucking GPS @Uber,@Uber
-0.296,Thu Apr 12 01:58:26 +0000 2018,0.099,0.901,0.0,2,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
-0.296,Thu Apr 12 01:58:21 +0000 2018,0.524,0.476,0.0,3,@Local12 @Uber 😂 No.,@Uber
0.0,Thu Apr 12 01:57:43 +0000 2018,0.0,1.0,0.0,4,unban me @uber @lyft,@Uber
0.0,Thu Apr 12 01:57:20 +0000 2018,0.0,1.0,0.0,5,.@Uber is launching a service in its app that will let you rent a stranger’s car https://t.co/lDTOS942H3 Would you… https://t.co/q7dA4sEkMC,@Uber
0.0,Thu Apr 12 01:57:18 +0000 2018,0.0,1.0,0.0,6,@vaidesmaiar @Uber_Brasil @Uber Aconteceu o mesmo com os meni nos da @diva_oficial esqueceram a câmera e outros equ… https://t.co/ITSJpSbHNO,@Uber
0.402,Thu Apr 12 01:57:05 +0000 2018,0.133,0.705,0.162,7,"And I’m super late for work. Was having a hard time booking @grabph and @Uber, the drivers are now cancelling trips.. 😒",@Uber
-0.854,Thu Apr 12 01:57:02 +0000 2018,0.358,0.642,0.0,8,@qz Uber is the whore of the transportation business.  @Uber will give your ass a ride for cheap!,@Uber
0.42,Thu Apr 12 01:56:54 +0000 2018,0.0,0.851,0.149,9,"RT @Uber: Next available Uber? Ready whenever you are. 
Tap the app and you’re on the way.",@Uber
0.0,Thu Apr 12 01:55:44 +0000 2018,0.0,1.0,0.0,10,"@JosPieres1 @Uber Es verdad estamos mejorando 
Pero el usuario lo sabe?
Necesitamos más compromiso con nuestra nobl… https://t.co/i7mcDX2wJW",@Uber
-0.296,Thu Apr 12 01:55:33 +0000 2018,0.099,0.901,0.0,11,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
0.0,Thu Apr 12 01:55:29 +0000 2018,0.0,1.0,0.0,12,RT @AllisonLMcManus: My latest for @theintercept explores the ramifications of Egypt's forthcoming passenger transportation law on ride sha…,@Uber
-0.296,Thu Apr 12 01:55:07 +0000 2018,0.099,0.901,0.0,13,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
0.0,Thu Apr 12 01:54:43 +0000 2018,0.0,1.0,0.0,14,Hey @Uber if you guys could maybe not pick up random people and then have your driver not answer my calls that’s be greattttt 🖕🏻,@Uber
0.457,Thu Apr 12 01:54:31 +0000 2018,0.0,0.857,0.143,15,Tennis time! Heading out right now. Hopefully my @Uber driver will be as decent as the recent previous ones.,@Uber
0.0,Thu Apr 12 01:54:19 +0000 2018,0.0,1.0,0.0,16,"@Uber Travelled for the first time and guess what,  it became the last time I would travel with you. If you can't p… https://t.co/XAGf66OMHa",@Uber
-0.711,Thu Apr 12 01:53:58 +0000 2018,0.234,0.717,0.049,17,I’m not sure what part of we don’t want this shitty fucking surge in Charlotte anymore @Uber and @dkhos don’t under… https://t.co/5PxzCLwJ9F,@Uber
-0.586,Thu Apr 12 01:53:40 +0000 2018,0.211,0.789,0.0,18,"The problem is now you've got all these idling bored @Uber and @Lyft drivers trolling the Lakeview neighborhood, ap… https://t.co/vMhVY4eT5u",@Uber
-0.689,Thu Apr 12 01:53:02 +0000 2018,0.377,0.415,0.208,19,Fuck @Uber they be playing drivers &amp; got the worst call support ever!!,@Uber
0.0,Thu Apr 12 01:52:50 +0000 2018,0.0,1.0,0.0,20,RT @deanyb71: @WomAgainstUber @smallisbigg @MarkBaileyMP @FrankBullitt39 @DDDaughters @paultmadden @AnnastaciaMP @kimbarrett @UncoveringUbe…,@Uber
0.026,Thu Apr 12 01:52:16 +0000 2018,0.161,0.671,0.168,21,@timoreilly @Uber @dkhos Don't believe anything Uber says. They lie like crazy.,@Uber
0.0,Thu Apr 12 01:51:12 +0000 2018,0.0,1.0,0.0,22,@alxprince Y como se regularia? Igual q #blockchain? Y #crptomonedas? O @Uber ? A,@Uber
0.758,Thu Apr 12 01:50:53 +0000 2018,0.0,0.706,0.294,23,"@Uber such a natural fit for an “Uber Expedite” as part of freight, thousands of independent van owners ready for s… https://t.co/7mMUE7VVel",@Uber
-0.296,Thu Apr 12 01:49:29 +0000 2018,0.099,0.901,0.0,24,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
0.0,Thu Apr 12 01:49:14 +0000 2018,0.0,1.0,0.0,25,@WomAgainstUber @smallisbigg @MarkBaileyMP @FrankBullitt39 @DDDaughters @paultmadden @AnnastaciaMP @kimbarrett… https://t.co/DgnB3vvstH,@Uber
0.0,Thu Apr 12 01:48:54 +0000 2018,0.0,1.0,0.0,26,@spobyshore @Uber Obrigada,@Uber
0.0,Thu Apr 12 01:48:52 +0000 2018,0.0,1.0,0.0,27,@FadoVD @Uber_Brasil @Uber 🙏🏼,@Uber
-0.296,Thu Apr 12 01:48:47 +0000 2018,0.099,0.901,0.0,28,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
-0.374,Thu Apr 12 01:48:22 +0000 2018,0.142,0.776,0.082,29,"RT @moiramack: @timoreilly @Uber @dkhos Under the guise of “upfront pricing,” both Uber and Lyft violated rider and driver agreements by ov…",@Uber
0.422,Thu Apr 12 01:47:30 +0000 2018,0.0,0.903,0.097,30,Can someone explain to me why my @Uber app has said my ride is 3 mins away for the last 17 mins? Would be nice to k… https://t.co/LEF6QmhZ0j,@Uber
0.44,Thu Apr 12 01:47:09 +0000 2018,0.0,0.805,0.195,31,When your @Uber driver says you smell good while making this face https://t.co/EMvpMk8G7f,@Uber
0.422,Thu Apr 12 01:46:34 +0000 2018,0.0,0.887,0.113,32,@Uber @Uber_Support My ride to YYZ cost way more than the estimate. Airport cab was 38$ on way home and a nice Lexu… https://t.co/DY45qNUmDy,@Uber
-0.625,Thu Apr 12 01:46:14 +0000 2018,0.163,0.837,0.0,33,"RT @_SantiArbelaez: I think @Uber might have the worst customer service ever. And my parents used to have Comcast. 

How you doin’ @lyft 😏",@Uber
-0.296,Thu Apr 12 01:46:07 +0000 2018,0.099,0.901,0.0,34,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
0.648,Thu Apr 12 01:45:52 +0000 2018,0.0,0.782,0.218,35,@Uber @Uber_Support Can I please have help to refund this. How can I be charge $85 on a trip that was Canceled?! I… https://t.co/K8ds0EEPzJ,@Uber
0.0,Thu Apr 12 01:45:20 +0000 2018,0.0,1.0,0.0,36,@vaidesmaiar @Quinha_14 @Uber_Brasil @Uber @Uber_Brasil  @Uber Uber já tentaram solucionar o problema?  Motorista /… https://t.co/lmouEicMQ2,@Uber
0.0,Thu Apr 12 01:45:03 +0000 2018,0.0,1.0,0.0,37,RT @AllisonLMcManus: My latest for @theintercept explores the ramifications of Egypt's forthcoming passenger transportation law on ride sha…,@Uber
-0.296,Thu Apr 12 01:44:50 +0000 2018,0.196,0.692,0.112,38,@Uber truly blown away by the poor customer service it’s pouring rain and you’re driver just cancelled after I waited fifteen minutes,@Uber
0.0,Thu Apr 12 01:44:43 +0000 2018,0.0,1.0,0.0,39,RT @ManzanaDeVuelta: ¿Crees que la herramienta de @Uber @Uber_MEX está perdiendo popularidad?,@Uber
-0.296,Thu Apr 12 01:44:18 +0000 2018,0.099,0.901,0.0,40,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
0.844,Thu Apr 12 01:44:16 +0000 2018,0.0,0.664,0.336,41,"RT @dkhos: We r committed to being true partners to cities for the long term. Thrilled to expand @Uber Movement to 12 cities globally, and…",@Uber
0.296,Thu Apr 12 01:44:09 +0000 2018,0.233,0.431,0.336,42,@vicallaire @Uber damn ur ubers buggin lmao,@Uber
-0.296,Thu Apr 12 01:43:57 +0000 2018,0.099,0.901,0.0,43,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
-0.819,Thu Apr 12 01:43:15 +0000 2018,0.35,0.65,0.0,44,@jithinjotron @Uber_Support Literally the WORST customer service ever. I am having similar problems. @Uber could no… https://t.co/gTxhdkJAzA,@Uber
0.681,Thu Apr 12 01:43:04 +0000 2018,0.0,0.772,0.228,45,"Dear @uber &amp; @lyft drivers;

Having ten air fresheners will not drown out the smell of food, passed gas, mustiness… https://t.co/lhEfeMEZYO",@Uber
0.844,Thu Apr 12 01:42:34 +0000 2018,0.0,0.664,0.336,46,"RT @dkhos: We r committed to being true partners to cities for the long term. Thrilled to expand @Uber Movement to 12 cities globally, and…",@Uber
-0.374,Thu Apr 12 01:42:18 +0000 2018,0.142,0.776,0.082,47,"RT @moiramack: @timoreilly @Uber @dkhos Under the guise of “upfront pricing,” both Uber and Lyft violated rider and driver agreements by ov…",@Uber
-0.296,Thu Apr 12 01:42:10 +0000 2018,0.099,0.901,0.0,48,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
0.7,Thu Apr 12 01:41:40 +0000 2018,0.0,0.799,0.201,49,RT @AdamTuss: .@Uber ceo @dkhos says a surprise of Uber in Ward 7 has been the success of the “Uber eats” food delivery program in this par…,@Uber
-0.296,Thu Apr 12 01:41:03 +0000 2018,0.099,0.901,0.0,50,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
-0.294,Thu Apr 12 01:40:47 +0000 2018,0.091,0.909,0.0,51,RT @DMGEOSnowden: The CEO of @Uber @dkhos stopped by #Ward7 to discuss the future of mobility at Uber’s New Greenlight Hub! #DMGEOturns3 #E…,@Uber
0.0,Thu Apr 12 01:40:38 +0000 2018,0.0,1.0,0.0,52,@vaidesmaiar @Uber_Brasil @Uber Bah! Alô@Uber_Brasil hora de mostrar que é uma empresa séria e pelo menoso mínimo d… https://t.co/BZ1eMZ6qBW,@Uber
0.0,Thu Apr 12 01:39:47 +0000 2018,0.0,1.0,0.0,53,@smallisbigg @MarkBaileyMP @FrankBullitt39 @DDDaughters @paultmadden @AnnastaciaMP @deanyb71 @kimbarrett… https://t.co/nUcgLquFEB,@Uber
0.74,Thu Apr 12 01:38:50 +0000 2018,0.0,0.778,0.222,54,I’ve never had an @Uber  driver suggesting that I should buckle up for my safety !!!!  That would be cool if they did ..... js,@Uber
-0.202,Thu Apr 12 01:38:12 +0000 2018,0.096,0.904,0.0,55,@Uber_Support @Uber I got charged a fee for canceling a ride even though the driver told me to specifically cancel.… https://t.co/KyA20WrBlT,@Uber
0.178,Thu Apr 12 01:37:17 +0000 2018,0.0,0.909,0.091,56,"Oi @Uber me ajuda aí tbm, quero resolver esse problema de confirmar o número do celular. (Obrigado em inglês)",@Uber
0.361,Thu Apr 12 01:36:58 +0000 2018,0.0,0.884,0.116,57,Hey @azizansari I think I wrote a bit that feels like something you’d do: you could poll the audience - who here ha… https://t.co/hflBu7tBHQ,@Uber
0.586,Thu Apr 12 01:36:55 +0000 2018,0.0,0.294,0.706,58,@tylertolson @Uber Ha ha,@Uber
0.0,Thu Apr 12 01:36:20 +0000 2018,0.0,1.0,0.0,59,@timoreilly @Uber @dkhos ☝️This is why @drivingguild called on @nyctaxi to cap rider app fees. App price gouging hu… https://t.co/P67B4SSNWO,@Uber
0.0,Thu Apr 12 01:36:06 +0000 2018,0.0,1.0,0.0,60,@Uber @lyft https://t.co/k8QCDQYS1H,@Uber
-0.294,Thu Apr 12 01:36:03 +0000 2018,0.091,0.909,0.0,61,RT @DMGEOSnowden: The CEO of @Uber @dkhos stopped by #Ward7 to discuss the future of mobility at Uber’s New Greenlight Hub! #DMGEOturns3 #E…,@Uber
0.0,Thu Apr 12 01:36:00 +0000 2018,0.0,1.0,0.0,62,"¿Preferías pago en efectivo? @Uber, a la espera de resolución de amparo para cobrar en efectivo… https://t.co/yM94ZAtiie",@Uber
-0.296,Thu Apr 12 01:35:56 +0000 2018,0.099,0.901,0.0,63,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
0.0,Thu Apr 12 01:35:48 +0000 2018,0.0,1.0,0.0,64,@Uber o @vaidesmaiar esqueceu uns equipamentos de trabalho em um dos carros de seu cadastro e não está conseguindo… https://t.co/MwKyJBhycj,@Uber
0.0,Thu Apr 12 01:34:49 +0000 2018,0.0,1.0,0.0,65,The insolence that @Lyft @Uber cars have to those of us waiting patiently for a bus in the pouring rain is outrageo… https://t.co/KbH4uKKjLU,@Uber
0.0,Thu Apr 12 01:33:19 +0000 2018,0.0,1.0,0.0,66,"@Uber Uber le cobra más al usuario y al socio conductor le dice que cobro menos, son unos malditos ratas.",@Uber
-0.836,Thu Apr 12 01:33:11 +0000 2018,0.331,0.669,0.0,67,"RT @bottyy: @dkhos @Uber Fucking over every city you’ve rocked up in .... fuck regulation, fuck vulnerable drivers , cause congestion, evad…",@Uber
0.0,Thu Apr 12 01:32:47 +0000 2018,0.0,1.0,0.0,68,"Gente só pra justificar eu cancelei a viagem 
@Uber. @Uber_Brasil 

Que isso na onde repita https://t.co/k8jtZsbOgM",@Uber
