Compound,Date,Negative,Neutral,Positive,Tweet Count,Tweet text,User
0.0,Thu Apr 05 13:31:45 +0000 2018,0.0,1.0,0.0,30,@excelsior_sf @JennyGShao @SRobertsKRON4 @KTVU @kron4 @kpix @abc7newsbayarea @StevenAveson @HeatherKTVU @DionLimTV… https://t.co/77FStxmHyh,@Bart
0.0,Thu Apr 05 13:31:05 +0000 2018,0.0,1.0,0.0,31,@excelsior_sf @JennyGShao @SRobertsKRON4 @KTVU @kron4 @kpix @abc7newsbayarea @StevenAveson @HeatherKTVU @DionLimTV @bart move,@Bart
-0.553,Wed Apr 04 17:36:04 +0000 2018,0.216,0.784,0.0,32,i'm really hella irritated only one train go to Berkeley . work on that @BART,@Bart
0.153,Wed Apr 04 04:22:39 +0000 2018,0.0,0.909,0.091,33,"RT @sliccardo: @SVLeadershipGrp lunch, warming up crowd w/@TAlvaradoSJ @CarlGuardino for @DianeFeinstein to pitch #RM3 for @BART, transit,…",@Bart
0.153,Wed Apr 04 03:11:45 +0000 2018,0.0,0.909,0.091,34,"RT @sliccardo: @SVLeadershipGrp lunch, warming up crowd w/@TAlvaradoSJ @CarlGuardino for @DianeFeinstein to pitch #RM3 for @BART, transit,…",@Bart
0.153,Wed Apr 04 02:34:17 +0000 2018,0.0,0.909,0.091,35,"RT @sliccardo: @SVLeadershipGrp lunch, warming up crowd w/@TAlvaradoSJ @CarlGuardino for @DianeFeinstein to pitch #RM3 for @BART, transit,…",@Bart
0.153,Wed Apr 04 02:02:42 +0000 2018,0.0,0.897,0.103,36,"@SVLeadershipGrp lunch, warming up crowd w/@TAlvaradoSJ @CarlGuardino for @DianeFeinstein to pitch #RM3 for @BART,… https://t.co/1QAyCNBMSb",@Bart
-0.636,Tue Apr 03 14:31:36 +0000 2018,0.173,0.827,0.0,37,"RT @trndmsk: Am Freitag erscheint endlich die neue Filth on Acid! @Bart Skils und @ReinZonneveld haben mit ""Snakecharmer"" ein Teil produzie…",@Bart
-0.636,Tue Apr 03 09:56:19 +0000 2018,0.173,0.827,0.0,38,"RT @trndmsk: Am Freitag erscheint endlich die neue Filth on Acid! @Bart Skils und @ReinZonneveld haben mit ""Snakecharmer"" ein Teil produzie…",@Bart
0.42,Tue Apr 03 07:00:34 +0000 2018,0.0,0.811,0.189,39,"Our biggest fans this week: @FabriceVezin, @apw, @bart. Thank you! via https://t.co/1gY27J9BKb https://t.co/BChVFDbCvj",@Bart
0.0,Tue Apr 03 06:26:42 +0000 2018,0.0,1.0,0.0,40,@BEATesports @soylent @CORSAIR @PlextorUSA @bart,@Bart
-0.866,Tue Apr 03 00:27:48 +0000 2018,0.401,0.599,0.0,41,"RT @JWFrol: @bart are you crazy cutting 3 trains at rush hour to Concord? Station chaos, trains overfilled. Shame on you",@Bart
-0.866,Tue Apr 03 00:24:35 +0000 2018,0.433,0.567,0.0,42,"@bart are you crazy cutting 3 trains at rush hour to Concord? Station chaos, trains overfilled. Shame on you",@Bart
-0.636,Mon Apr 02 22:06:00 +0000 2018,0.189,0.811,0.0,43,"Am Freitag erscheint endlich die neue Filth on Acid! @Bart Skils und @ReinZonneveld haben mit ""Snakecharmer"" ein Te… https://t.co/EScqwcZ9hJ",@Bart
-0.484,Mon Apr 02 00:09:05 +0000 2018,0.173,0.827,0.0,44,"Can someone explain why @TheNotoriousMMA  didn’t step in to fight @TeamKhabib ???
@ufc @arielhelwani  @danawhite… https://t.co/m4kgFxinwk",@Bart
-0.542,Thu Apr 12 01:57:51 +0000 2018,0.209,0.791,0.0,0,"@MTA hi, it’s 9:56pm and my 4 train made every single stop between Atlantic and Franklin, directly contradicting th… https://t.co/GYIkwu4uHj",@MTA
0.0,Thu Apr 12 01:56:54 +0000 2018,0.0,1.0,0.0,1,@Clare_OC @MTA @Drake I was twerking in my kitchen til 3am all weekend to it 😩lol,@MTA
0.502,Thu Apr 12 01:56:46 +0000 2018,0.0,0.881,0.119,2,"RT @AMERICA_PARTII: Which third world country is this?

You would never guess it but it is queens NY. 

Third @mta train like this and this…",@MTA
0.65,Thu Apr 12 01:53:10 +0000 2018,0.0,0.676,0.324,3,RT @official_orfeh: YES!!! @ASPCA @MTA #ernestmcclain #edlincruz #adoptlucky #adoptdontshop😘😘😘 https://t.co/0QufcIA4LX,@MTA
0.0,Thu Apr 12 01:53:05 +0000 2018,0.0,1.0,0.0,4,Maybe this Lyons guy at @MTA 2 Broadway need to go to LIRR LR and straighten things out over there. A reprimand for… https://t.co/PcAUvEzSun,@MTA
0.502,Thu Apr 12 01:52:30 +0000 2018,0.0,0.881,0.119,5,"RT @AMERICA_PARTII: Which third world country is this?

You would never guess it but it is queens NY. 

Third @mta train like this and this…",@MTA
0.502,Thu Apr 12 01:49:28 +0000 2018,0.0,0.881,0.119,6,"RT @AMERICA_PARTII: Which third world country is this?

You would never guess it but it is queens NY. 

Third @mta train like this and this…",@MTA
0.65,Thu Apr 12 01:49:16 +0000 2018,0.0,0.619,0.381,7,YES!!! @ASPCA @MTA #ernestmcclain #edlincruz #adoptlucky #adoptdontshop😘😘😘 https://t.co/0QufcIA4LX,@MTA
0.502,Thu Apr 12 01:48:26 +0000 2018,0.0,0.881,0.119,8,"RT @AMERICA_PARTII: Which third world country is this?

You would never guess it but it is queens NY. 

Third @mta train like this and this…",@MTA
0.502,Thu Apr 12 01:47:48 +0000 2018,0.0,0.881,0.119,9,"RT @AMERICA_PARTII: Which third world country is this?

You would never guess it but it is queens NY. 

Third @mta train like this and this…",@MTA
0.268,Thu Apr 12 01:46:39 +0000 2018,0.11,0.735,0.154,10,"@camillionz @MTA @Drake If it were possible to break one’s phone from Spotify over-use, I’d be in trouble. So good!!",@MTA
0.0,Thu Apr 12 01:45:30 +0000 2018,0.0,1.0,0.0,11,I really need an answer to this @NYCTSubway @MTA. Is it because NYCT is 77% minority and LIRR is 64% Caucasian? Ope… https://t.co/qcgq0QzyOA,@MTA
0.502,Thu Apr 12 01:45:07 +0000 2018,0.0,0.871,0.129,12,"Which third world country is this?

You would never guess it but it is queens NY. 

Third @mta train like this and… https://t.co/eUsGPoHuH3",@MTA
0.0,Thu Apr 12 01:44:32 +0000 2018,0.0,1.0,0.0,13,@Clare_OC @MTA @Drake My anthem. Drizzy has me gassed.,@MTA
0.44,Thu Apr 12 01:39:06 +0000 2018,0.0,0.868,0.132,14,I have a discipline FOIL request from LIRR that shows them getting off easy for the same infractions that happen at… https://t.co/e22ERODWnQ,@MTA
-0.557,Thu Apr 12 01:37:47 +0000 2018,0.141,0.859,0.0,15,"Been waiting for an F train for 20 mins. NY is supposed to be the city that never sleeps, get your shit together @MTA‼️",@MTA
0.822,Thu Apr 12 01:36:46 +0000 2018,0.0,0.48,0.52,16,@sarahlocalgov @MTA @theNYCalliance Great to have you and enjoy!,@MTA
0.0,Thu Apr 12 01:34:04 +0000 2018,0.0,1.0,0.0,17,@ezy06001 @jdavidgoodman @NYGovCuomo The @MTA is financed and reports to the governor.,@MTA
-0.591,Thu Apr 12 01:30:00 +0000 2018,0.194,0.806,0.0,18,What function does Labor Relations serve besides dishing out pain to this 77% minority workforce @MTA @NYCTSubway???,@MTA
0.511,Thu Apr 12 01:28:34 +0000 2018,0.0,0.837,0.163,19,@MTA is there free subway to subway transfer using #easypay even when you get out of the station?,@MTA
0.0,Thu Apr 12 01:28:29 +0000 2018,0.0,1.0,0.0,20,@TWU100_Exposed @NYCTSubway @MTA @TWULocal100 @NYGovCuomo 😂😂😂😂,@MTA
-0.578,Thu Apr 12 01:27:58 +0000 2018,0.207,0.793,0.0,21,"The @MTA made me miss the first 25 mins and I’m in a blind rage about it, but I’m here for #RHONY! Who’s watching w… https://t.co/n9uQtpLxDL",@MTA
0.0,Thu Apr 12 01:20:50 +0000 2018,0.0,1.0,0.0,22,@MTA does anyone know where is the fucking D train?,@MTA
-0.542,Thu Apr 12 01:19:36 +0000 2018,0.368,0.632,0.0,23,Where the fuck is the D train @MTA,@MTA
-0.257,Thu Apr 12 01:17:22 +0000 2018,0.152,0.771,0.077,24,"On the one hand, it’s a shame the @MTA is so slow and dreadful, but on the other, I’ve listened to @Drake’s ‘Nice F… https://t.co/rh2av9lRjy",@MTA
-0.34,Thu Apr 12 01:14:53 +0000 2018,0.255,0.745,0.0,25,@NYCChelseaGirl @MTA Absolutely. These #MTA people are shameless.,@MTA
0.0,Thu Apr 12 01:14:32 +0000 2018,0.0,1.0,0.0,26,"@progressiveact @NYCTSubway @MTA @TWULocal100 That's @NYGovCuomo doggie treats for his two lap dogs, John Samuelsen… https://t.co/GvvMwKYLg3",@MTA
0.077,Thu Apr 12 01:14:30 +0000 2018,0.089,0.81,0.101,27,Looks like @NYGovCuomo is making another stop on his @MTA Subway Action Plan tour — going to 9th Ave in Brooklyn to… https://t.co/n07sDuk2uU,@MTA
0.296,Thu Apr 12 01:11:59 +0000 2018,0.0,0.909,0.091,28,RT @EKCroffie: Also @LIRR @MTA receiving my alert regarding my late train 24 minutes after the fact is pointless. I should not have receive…,@MTA
0.572,Thu Apr 12 01:11:18 +0000 2018,0.0,0.778,0.222,29,@progressiveact @NYCTSubway @MTA Sounds right. That's Akselrod's narrative who has pleasure in punishing… https://t.co/qkBYK0BIdn,@MTA
-0.542,Thu Apr 12 01:08:16 +0000 2018,0.259,0.741,0.0,30,"Epic fail tonight, @MTA - even for you.
#ABCD
#shouldhavewalked
#frommidtowntoharlem https://t.co/SgpFpfuVaz",@MTA
0.726,Thu Apr 12 01:01:26 +0000 2018,0.119,0.433,0.448,31,@local_optima @NYCTSubway @MTA @nicolegelinas @brianmrosenthal No surprise then from MTA!  Good luck,@MTA
0.0,Thu Apr 12 01:01:05 +0000 2018,0.0,1.0,0.0,32,I don’t know who Lyons is but he does step 2’s at @NYCTSubway @MTA labor relations at 2 Broadway. Every time a memb… https://t.co/9ygZ5dBHT7,@MTA
0.0,Thu Apr 12 00:59:12 +0000 2018,0.0,1.0,0.0,33,@aleximelvin @MTA @BilldeBlasio @NYGovCuomo Oh they have. It’s abysmal.,@MTA
0.0,Thu Apr 12 00:59:01 +0000 2018,0.0,1.0,0.0,34,@springbreak1944 @MTA ive been saying!!!,@MTA
-0.859,Thu Apr 12 00:55:47 +0000 2018,0.356,0.644,0.0,35,@MTA Seriously what the fuck is wrong with you people. It's been 20 minutes here at west 4th. There are no B trains… https://t.co/NoW3kkdBKc,@MTA
0.361,Thu Apr 12 00:49:01 +0000 2018,0.0,0.902,0.098,36,Thank you @MTA . One alleged signal malfunction and it all fall apart on the A C E lines  at 8:30 pm. 15 minutes from 23rd to 42nd,@MTA
0.34,Thu Apr 12 00:45:43 +0000 2018,0.0,0.906,0.094,37,"RT @doNYC: The @MTA plans to launch a real-time schedule app, 'MyMTA' and we'd be excited if we didn't already know it would experience ser…",@MTA
0.0,Thu Apr 12 00:39:46 +0000 2018,0.0,1.0,0.0,38,Say it ain’t so @MTA . #NYC #mta https://t.co/D2cznJFiRI,@MTA
0.0,Thu Apr 12 00:36:08 +0000 2018,0.0,1.0,0.0,39,Fort Lauderdale’s Nighttime Manager checking out NYC’s Nightlife. This Florida girl even rode the subway... by hers… https://t.co/wtuXMaT2rG,@MTA
0.0,Thu Apr 12 00:35:18 +0000 2018,0.0,1.0,0.0,40,"@MTA Y'all can really smd. Deadass, y'all bout to catch these hands!",@MTA
-0.586,Thu Apr 12 00:34:26 +0000 2018,0.179,0.821,0.0,41,"RT @Aoiferocksitout: A4 Right now it's limited to visitors coming to chill on my couch, maybe going for a walk around half the block.  I wo…",@MTA
0.0,Thu Apr 12 00:34:02 +0000 2018,0.0,1.0,0.0,42,"Hey MTA (@MTA @NYCTSubway), why can’t you announce Queens-bound N/W trains are going express in Astoria when people… https://t.co/JKf95ZOfA2",@MTA
-0.586,Thu Apr 12 00:33:21 +0000 2018,0.186,0.814,0.0,43,"A4 Right now it's limited to visitors coming to chill on my couch, maybe going for a walk around half the block.  I… https://t.co/6s8OQnopND",@MTA
0.414,Thu Apr 12 00:29:06 +0000 2018,0.0,0.717,0.283,44,The @MTA really went out like a hoe today,@MTA
0.689,Thu Apr 12 00:27:44 +0000 2018,0.0,0.762,0.238,45,RT @MichaelInfurna: @MTA You guys run and maintain a helluva system. Keep up the great work!! https://t.co/OBUxoobTwp,@MTA
-0.296,Thu Apr 12 00:27:07 +0000 2018,0.155,0.845,0.0,46,".@MTA I’ve been waiting for the B train for over a half hour, stop this.",@MTA
-0.9,Thu Apr 12 00:25:35 +0000 2018,0.52,0.48,0.0,47,Ive been stuck 3 stops from my stop for 40 minutes ...@MTA you suck and your mom’s a whore,@MTA
0.0,Thu Apr 12 00:24:28 +0000 2018,0.0,1.0,0.0,48,@SethBarronNYC @MTA I did think about exactly this! Since you and the Independent Budget Office are onto the expres… https://t.co/5P8Iw74jEJ,@MTA
0.361,Thu Apr 12 00:22:05 +0000 2018,0.0,0.898,0.102,49,"@alykatzz @MTA Express bus subsidies are already like ten bucks a ride, so it’s not really that big a deal if you think about it.",@MTA
-0.202,Thu Apr 12 00:21:11 +0000 2018,0.076,0.924,0.0,50,RT @alykatzz: Decided to spring for a $6.50 express bus ride home because my subway line is effed by a stalled train.  The MetroCard reader…,@MTA
0.0,Thu Apr 12 00:17:12 +0000 2018,0.0,1.0,0.0,51,Between @DeCampBusLines always being late in the morning and the @MTA always being late and unreliable at all times… https://t.co/Aiz7qu7ZIg,@MTA
0.44,Thu Apr 12 00:17:09 +0000 2018,0.0,0.805,0.195,52,Thanks @MTA for the two hour commute from Manhattan to Brooklyn.  #signalproblems #wheredoesourmoneygo,@MTA
-0.758,Thu Apr 12 00:14:14 +0000 2018,0.265,0.735,0.0,53,"@khaide612 @MTA No, they can't understand that because they are as marginal as they come. Practically brain dead. It's incredible.",@MTA
0.273,Thu Apr 12 00:12:23 +0000 2018,0.272,0.412,0.317,54,@jennyloe @unsuckMTA @MTA @NYCTSubway Beautiful. That's amazing. Brain dead conductor confused forward and back.,@MTA
-0.25,Thu Apr 12 00:10:45 +0000 2018,0.143,0.857,0.0,55,2.5 hours stuck on MTA tonight. Finally moving now. Way to go @MTA,@MTA
0.0,Thu Apr 12 00:10:28 +0000 2018,0.0,1.0,0.0,56,Joke’s on you @MTA I haven’t seen the sun during either leg of my commute in years. https://t.co/dstjzSo7Bi,@MTA
0.0,Thu Apr 12 00:08:17 +0000 2018,0.0,1.0,0.0,57,If there are any registered Democrats who remotely rely on @mta subways/buses to get anywhere and are also intendin… https://t.co/IuThCeogfv,@MTA
0.637,Thu Apr 12 00:07:50 +0000 2018,0.0,0.819,0.181,58,@NYCMayor @NYGovCuomo You say #NYC is the greatest city in the world? Without a working #subway and more funding fo… https://t.co/b6FYYSJslN,@MTA
0.338,Thu Apr 12 00:06:07 +0000 2018,0.0,0.861,0.139,59,"First you take away my patience and sanity, NOW you want to drain my phone battery?! Thanks @MTA but I'd rather bli… https://t.co/DajCoRHymB",@MTA
0.791,Thu Apr 12 00:05:15 +0000 2018,0.0,0.588,0.412,60,@Pdhenderson1 @MTA Great. Good to know it’s the brand new fucking station...ugh.,@MTA
0.459,Thu Apr 12 00:05:13 +0000 2018,0.072,0.721,0.207,61,"Who is responsible for incorrect bus stop signs, @NYC_DOT or @MTA ?  I have a monthly unlimited, but it sure would… https://t.co/8xlQlQdAHl",@MTA
0.296,Thu Apr 12 00:04:27 +0000 2018,0.0,0.577,0.423,62,@LauraLieux @MTA Prospect Ave R,@MTA
0.578,Thu Apr 12 00:04:17 +0000 2018,0.0,0.865,0.135,63,@MTA this is so funny how we are on the B train and the doors can't open. Working 12 hours a day and looking to get… https://t.co/VOfsJB3Vjm,@MTA
-0.153,Wed Apr 11 23:59:16 +0000 2018,0.168,0.743,0.089,64,.@NYCTSubway @MTA maybe you should warn passengers about significant delays BEFORE they're stuck on a train on the… https://t.co/tWBbKoxPJl,@MTA
-0.459,Wed Apr 11 23:59:15 +0000 2018,0.182,0.818,0.0,65,"There are 3 skate boarding kids at the 86 &amp; 1 entrance/exit, boarding hard onto the slanted wall, filming each othe… https://t.co/UDTsWwOAsb",@MTA
0.0,Wed Apr 11 23:58:59 +0000 2018,0.0,1.0,0.0,66,After waiting for 1.5 hours waiting for the B/D train at 47th St I had to take the M to the 6 to the 5  to the 2  t… https://t.co/VxZNxBQCce,@MTA
0.0,Wed Apr 11 23:57:38 +0000 2018,0.212,0.577,0.212,67,@Pdhenderson1 @MTA Uhhhh yeah no. Where is this?,@MTA
-0.674,Wed Apr 11 23:56:43 +0000 2018,0.178,0.822,0.0,68,They need to give all riders half price metrocards for the rest of the year for dealing with their BULLSHIT @MTA https://t.co/BJKdIQ88un,@MTA
-0.103,Wed Apr 11 23:56:23 +0000 2018,0.225,0.583,0.192,69,@CynthiaNixon please fix the @MTA subway before I go insane,@MTA
-0.684,Wed Apr 11 23:56:05 +0000 2018,0.196,0.804,0.0,70,Two hours and 24 minutes later I am finally home. Normally this commute is 45 minutes. THE @MTA IS DISASTROUS. #mtasucks,@MTA
0.791,Wed Apr 11 23:56:01 +0000 2018,0.0,0.696,0.304,71,"RT @kkschwab: Hi @MTA if any of your trains could show up tonight that would be great, thanks.",@MTA
0.0,Wed Apr 11 23:55:39 +0000 2018,0.0,1.0,0.0,72,@Meezy_Luv @MTA Garbage service!!!!,@MTA
0.0,Wed Apr 11 23:55:32 +0000 2018,0.0,1.0,0.0,73,"@BebeNeuwirth @MTA I work summers at the convent of the sacred heart (Elaine Stritchs alma mater), and can’t wait t… https://t.co/tRPTrBdaYI",@MTA
-0.238,Wed Apr 11 23:53:11 +0000 2018,0.149,0.701,0.151,74,Oh yeah? Well then all of NYC is about to be real ‘poor’ real quick because this shit is bananananananas &amp; a large… https://t.co/xjeAzGjQHq,@MTA
0.743,Wed Apr 11 23:48:51 +0000 2018,0.0,0.704,0.296,75,@jdavidgoodman @maggieNYT @NYGovCuomo I recommend taking the F line end to end to experience the joy of the @mta,@MTA
0.0,Wed Apr 11 23:46:05 +0000 2018,0.0,1.0,0.0,76,Y’all have been doing the most with the very least all day @MTA 🙄,@MTA
0.459,Wed Apr 11 23:44:13 +0000 2018,0.0,0.8,0.2,77,"@NYGovCuomo Consider Captain for chairdog of @MTA , might be an improvement #mtafail @unsuckMTA",@MTA
0.0,Wed Apr 11 23:43:23 +0000 2018,0.0,1.0,0.0,78,@MTA I’ve been riding the subway for 25+ years and never have I faced so many DELAYS as I have this year. You shoul… https://t.co/OHcZBQiOzk,@MTA
0.7,Wed Apr 11 23:42:39 +0000 2018,0.0,0.58,0.42,79,"@Noelle_CD @MTA Hit up @NYCTSubway , they’re v prompt and helpful :)",@MTA
0.0,Wed Apr 11 23:41:31 +0000 2018,0.0,1.0,0.0,80,"@MTA it took me 1 hour and 45 minutes, door to door, to get home tonight, and I was traveling from Time Square to P… https://t.co/AvW5B5cIcB",@MTA
-0.338,Wed Apr 11 23:40:32 +0000 2018,0.115,0.834,0.051,81,"@ScottyDLux @MTA @NYCFC @BilldeBlasio  oh I guess no matter how much they ""upgrade"" my NYC, some things remain the same! #subwayblues",@MTA
-0.718,Wed Apr 11 23:39:11 +0000 2018,0.261,0.739,0.0,82,@NYGovCuomo You know what else is dehumanizing? NYC residents losing millions of hours a day because of @MTA perfor… https://t.co/Q6iic13vm0,@MTA
0.077,Wed Apr 11 23:37:38 +0000 2018,0.0,0.942,0.058,83,The moral of the story is us workers want a working relationship with the @MTA ... We shouldn’t have to go through… https://t.co/daUkRjOV19,@MTA
0.296,Wed Apr 11 23:35:40 +0000 2018,0.0,0.577,0.423,84,@AvigailRaskin @MTA Ur a joke,@MTA
0.382,Wed Apr 11 23:35:11 +0000 2018,0.0,0.89,0.11,85,@MTA u r back alive to me because in the past hour and a half nightmare of a commute I did beat my temple run high score,@MTA
0.077,Wed Apr 11 23:33:17 +0000 2018,0.0,0.822,0.178,86,@MTA I JUST WANT TO GO THE F HOME,@MTA
0.417,Wed Apr 11 23:33:00 +0000 2018,0.0,0.59,0.41,87,"@MTA N not running too, losers.",@MTA
-0.536,Wed Apr 11 23:32:55 +0000 2018,0.182,0.818,0.0,88,@MTA is there a black hole of buses? Why have two different 10 buses disappeared from tracking at the same stop? An… https://t.co/BTOVj16cp0,@MTA
0.422,Wed Apr 11 23:31:57 +0000 2018,0.0,0.891,0.109,89,RT @progressiveact: If this isn’t true then why are all my concerns legit? Why don’t the @MTA have a working procedure according to NYS Law…,@MTA
0.0,Wed Apr 11 23:30:13 +0000 2018,0.0,1.0,0.0,90,"Left work 90 minutes ago. I live 52 minutes away from my office, according to the @MTA’s own website. I am STILL 20… https://t.co/nxyNNGAmor",@MTA
0.511,Wed Apr 11 23:28:35 +0000 2018,0.0,0.87,0.13,91,It’s a mystery why the city and state trust @mta @NYCTSubway with any money at all. @mta is full of crooks and feck… https://t.co/s7e7x9DLvC,@MTA
0.0,Wed Apr 11 23:28:13 +0000 2018,0.0,1.0,0.0,92,"@alykatzz @MTA At least something is working in NYC.
Where would we be without Wi-Fi? 
Reading a book, reading the… https://t.co/3AhcBOPk7h",@MTA
0.077,Wed Apr 11 23:27:36 +0000 2018,0.0,0.939,0.061,93,This Utano @TWULocal100 leadership is being toyed with by the @MTA... It’s obvious... Don’t want to rock our boat e… https://t.co/LU6alIHMEa,@MTA
0.791,Wed Apr 11 23:25:44 +0000 2018,0.0,0.667,0.333,94,"Hi @MTA if any of your trains could show up tonight that would be great, thanks.",@MTA
-0.586,Wed Apr 11 23:25:41 +0000 2018,0.22,0.78,0.0,95,@progressiveact @MTA @TWULocal100 These so called leaders of @TWULocal100 have no fight. They don't even know how t… https://t.co/J0ddHw7HCE,@MTA
-0.527,Wed Apr 11 23:23:21 +0000 2018,0.308,0.583,0.108,96,@MTA y’all are pathetic. I want all my money back.,@MTA
-0.735,Wed Apr 11 23:23:04 +0000 2018,0.22,0.78,0.0,97,"Typical @MTA subway fubar: as soon announcement is made re no N/B B &amp; D train svc, a N/B B train pulls into the 47th St/6th Av station.",@MTA
0.422,Wed Apr 11 23:22:23 +0000 2018,0.0,0.882,0.118,98,If this isn’t true then why are all my concerns legit? Why don’t the @MTA have a working procedure according to NYS… https://t.co/dWwo5f0BtG,@MTA
0.128,Wed Apr 11 23:21:56 +0000 2018,0.186,0.649,0.165,99,@NYCTSubway Amazing how 1 switch problem @ 1 station can K.O. 4 trains lines &amp; numerous stops displacing 100's of r… https://t.co/6DhXxPt9gy,@MTA
-0.273,Thu Apr 12 01:44:48 +0000 2018,0.147,0.756,0.098,0,RT @cta: Kimball-bound Brown Line trains are standing at Armitage due to a sick customer; crews working to restore service.,@CTA
-0.296,Thu Apr 12 01:37:45 +0000 2018,0.136,0.864,0.0,1,@cta: what is this new lighting thing dangling off the Damen blue line stop? https://t.co/05zH5oDHFL,@CTA
-0.511,Thu Apr 12 01:37:16 +0000 2018,0.136,0.864,0.0,2,RT @cta: Some 95th-bound Red Line trains are operating with residual delays after an earlier sick customer at 47th; service is resuming.,@CTA
-0.511,Thu Apr 12 01:30:26 +0000 2018,0.136,0.864,0.0,3,RT @cta: Some 95th-bound Red Line trains are operating with residual delays after an earlier sick customer at 47th; service is resuming.,@CTA
-0.511,Thu Apr 12 01:28:36 +0000 2018,0.136,0.864,0.0,4,RT @cta: Some 95th-bound Red Line trains are operating with residual delays after an earlier sick customer at 47th; service is resuming.,@CTA
-0.402,Thu Apr 12 01:27:52 +0000 2018,0.114,0.886,0.0,5,RT @cta: Some Forest Park-bound Blue Line trains are operating with residual delays after an earlier mechanical problem on a train at Calif…,@CTA
-0.128,Thu Apr 12 01:26:28 +0000 2018,0.108,0.803,0.088,6,RT @cta: Forest Park-bound Blue Line trains are standing at California due to a mechanical problem on a train; crews working to restore ser…,@CTA
0.43,Thu Apr 12 01:26:25 +0000 2018,0.0,0.898,0.102,7,"RT @KDillardRTA: What a great day to not only catch one baseball game, but two! Take the @cta Red Line for a @whitesox day game on the sout…",@CTA
-0.402,Thu Apr 12 01:23:44 +0000 2018,0.114,0.886,0.0,8,RT @cta: Some Forest Park-bound Blue Line trains are operating with residual delays after an earlier mechanical problem on a train at Calif…,@CTA
-0.128,Thu Apr 12 01:21:56 +0000 2018,0.108,0.803,0.088,9,RT @cta: Forest Park-bound Blue Line trains are standing at California due to a mechanical problem on a train; crews working to restore ser…,@CTA
0.0,Thu Apr 12 01:18:17 +0000 2018,0.0,1.0,0.0,10,@cta hello when is the Illinois medical district construction going to be completed?,@CTA
-0.128,Thu Apr 12 01:18:06 +0000 2018,0.108,0.803,0.088,11,RT @cta: Forest Park-bound Blue Line trains are standing at California due to a mechanical problem on a train; crews working to restore ser…,@CTA
-0.402,Thu Apr 12 01:18:03 +0000 2018,0.114,0.886,0.0,12,RT @cta: Some Forest Park-bound Blue Line trains are operating with residual delays after an earlier mechanical problem on a train at Calif…,@CTA
0.43,Thu Apr 12 01:17:42 +0000 2018,0.0,0.898,0.102,13,"RT @KDillardRTA: What a great day to not only catch one baseball game, but two! Take the @cta Red Line for a @whitesox day game on the sout…",@CTA
-0.128,Thu Apr 12 01:17:02 +0000 2018,0.108,0.803,0.088,14,RT @cta: Forest Park-bound Blue Line trains are standing at California due to a mechanical problem on a train; crews working to restore ser…,@CTA
0.68,Thu Apr 12 01:08:34 +0000 2018,0.0,0.763,0.237,15,@MarketingProfs @cta @annhandley Your words have had a huge influence on me. I feel grateful to be able to tell you that!,@CTA
0.0,Thu Apr 12 00:44:56 +0000 2018,0.0,1.0,0.0,16,"There is a Michael Flynn lookalike standing next to me on this blue line @cta train, &amp; it’s creeping me out how muc… https://t.co/NF3u4Qjvli",@CTA
0.0,Thu Apr 12 00:10:06 +0000 2018,0.0,1.0,0.0,17,"I'm at @CTA - Loyola in Chicago, IL https://t.co/SPwqPQHoCz https://t.co/UixiUT81JC",@CTA
0.872,Thu Apr 12 00:00:30 +0000 2018,0.0,0.476,0.524,18,@lmastbaum @cta @annhandley And thank YOU for sharing! Oh... and reading! :D,@CTA
0.927,Thu Apr 12 00:00:09 +0000 2018,0.0,0.241,0.759,19,@lmastbaum @cta @annhandley I love love love it.,@CTA
0.775,Wed Apr 11 23:59:43 +0000 2018,0.0,0.571,0.429,20,@MarketingProfs @cta @annhandley So happy to share with you (and her!) 🤓,@CTA
0.947,Wed Apr 11 23:58:28 +0000 2018,0.0,0.569,0.431,21,@lmastbaum @cta @annhandley Oh WOW I love this a lot!! This the very best thing I heard all day!!! If you see her a… https://t.co/5LRFd67w4W,@CTA
0.459,Wed Apr 11 23:26:48 +0000 2018,0.0,0.857,0.143,22,Back in that sweet temperature range where @cta can’t regulate their heat. 55 degrees outside? 85 degrees inside. #perfect,@CTA
0.511,Wed Apr 11 23:26:39 +0000 2018,0.0,0.68,0.32,23,@kjanas @cta Not all heroes wear capes. https://t.co/5eoI31cPsU,@CTA
-0.052,Wed Apr 11 23:24:45 +0000 2018,0.112,0.785,0.103,24,Hey @cta - Does the courtesy rule about not listening to radios or devices loud enough to disturb other customers g… https://t.co/niYFc7RoyR,@CTA
0.718,Wed Apr 11 23:16:41 +0000 2018,0.0,0.684,0.316,25,"Heartwarming moment on the @cta, thanks to @annhandley/@MarketingProfs: I'm reading ""Everybody Writes,"" and a passe… https://t.co/COG07G2aMf",@CTA
0.361,Wed Apr 11 23:09:35 +0000 2018,0.0,0.909,0.091,26,"If the train is so packed that you can’t get your bag to fit in the car so the doors keep opening, delaying the tra… https://t.co/6dFhKDt4mY",@CTA
0.599,Wed Apr 11 23:08:42 +0000 2018,0.0,0.38,0.62,27,@lulualma @cta Glad your okay.,@CTA
0.848,Wed Apr 11 23:08:42 +0000 2018,0.0,0.594,0.406,28,Cubs season is great for baseball. Not great for reliable @cta commuting buses. https://t.co/9H7Or7mYMy,@CTA
