year,month,day,time_bin,city,time_pdt,temp_F,humidity_perc,Visibility_mi,wind_dir,wind_mph,precipitation_in,events,conditions
2018,4,15,4/15/18,dc,5:52 PM,50,86%,2,ENE,15,0.04,Rain,Light Rain
2018,4,15,4/15/18,dc,5:58 PM,50,86%,4,ENE,16.1,0,Rain,Light Rain
2018,4,15,4/15/18,dc,6:02 PM,50,86%,8,ENE,18.4,0,Rain,Light Rain
2018,4,15,4/15/18,dc,6:52 PM,48.9,86%,10,ENE,21.9,0,Rain,Light Rain
2018,4,15,4/15/18,dc,7:01 PM,48.9,83%,6,ENE,13.8,0,Rain,Light Rain
2018,4,15,4/15/18,dc,7:10 PM,48,86%,2.5,ENE,21.9,0.01,Rain,Rain
2018,4,15,4/15/18,dc,7:24 PM,48,89%,2,NE,17.3,0.03,Rain,Light Rain
2018,4,15,4/15/18,dc,7:27 PM,48,89%,3,ENE,17.3,0.03,Rain,Light Rain
2018,4,15,4/15/18,dc,7:52 PM,48,86%,5,ENE,15,0.04,,Overcast
2018,4,15,4/15/18,dc,7:56 PM,48,89%,5,ENE,19.6,0,,Light Drizzle
2018,4,15,4/15/18,dc,8:52 PM,48,86%,7,ENE,17.3,0,,Overcast
2018,4,15,4/15/18,dc,9:16 PM,48,86%,5,ENE,18.4,0,,Light Drizzle
2018,4,15,4/15/18,dc,9:52 PM,48,86%,5,ENE,21.9,0,,Light Drizzle
2018,4,15,4/15/18,dc,10:52 PM,48.9,90%,6,ENE,17.3,0,,Light Drizzle
2018,4,15,4/15/18,dc,11:52 PM,50,89%,4,NE,20.7,0,Rain,Light Rain
2018,4,16,4/16/18,dc,12:18 AM,50,89%,2.5,ENE,23,0.01,Rain,Light Rain
2018,4,16,4/16/18,dc,12:29 AM,50,93%,2.5,NE,20.7,0.01,Rain,Light Rain
2018,4,16,4/16/18,dc,12:52 AM,51.1,92%,2.5,ENE,20.7,0.01,Rain,Light Rain
2018,4,16,4/16/18,dc,1:19 AM,54,90%,2.5,WNW,13.8,0.01,Rain,Light Rain
2018,4,16,4/16/18,dc,1:27 AM,57,89%,5,East,21.9,0.01,,Light Drizzle
2018,4,16,4/16/18,dc,1:44 AM,57,93%,8,ENE,13.8,0.03,"Rain , Thunderstorm",Light Thunderstorms and Rain
2018,4,16,4/16/18,dc,1:52 AM,57,93%,7,SW,16.1,0.04,"Rain , Thunderstorm",Thunderstorms and Rain
2018,4,16,4/16/18,dc,1:57 AM,57,93%,2.5,Calm,Calm,0.02,"Rain , Thunderstorm",Heavy Thunderstorms and Rain
2018,4,16,4/16/18,dc,2:09 AM,57,89%,3,NNE,9.2,0.17,"Rain , Thunderstorm",Heavy Thunderstorms and Rain
2018,4,16,4/16/18,dc,2:36 AM,57,93%,2.5,N,11.5,0.35,Rain,Heavy Rain
2018,4,16,4/16/18,dc,2:39 AM,57,93%,1.8,N,13.8,0.38,Rain,Heavy Rain
2018,4,16,4/16/18,dc,2:43 AM,57,93%,2.5,WNW,13.8,0.44,Rain,Heavy Rain
2018,4,16,4/16/18,dc,2:45 AM,57,89%,0.5,W,20.7,0.46,Rain,Heavy Rain
2018,4,16,4/16/18,dc,2:48 AM,57.2,94%,0.2,NW,9.2,0.49,Rain,Heavy Rain
2018,4,16,4/16/18,dc,2:52 AM,57.9,90%,1.5,N,12.7,0.84,"Rain , Thunderstorm",Heavy Thunderstorms and Rain
2018,4,16,4/16/18,dc,2:57 AM,57.9,93%,1.5,N,10.4,0.1,"Rain , Thunderstorm",Heavy Thunderstorms and Rain
2018,4,16,4/16/18,dc,3:01 AM,57.9,93%,1.2,N,10.4,0.19,"Rain , Thunderstorm",Heavy Thunderstorms and Rain
2018,4,16,4/16/18,dc,3:10 AM,57,89%,4,N,12.7,0.41,Rain,Light Rain
2018,4,16,4/16/18,dc,3:37 AM,57,93%,5,ENE,5.8,0.53,Rain,Rain
2018,4,16,4/16/18,dc,3:52 AM,57,93%,5,ENE,8.1,0.61,Rain,Rain
2018,4,16,4/16/18,dc,4:52 AM,62.1,90%,10,SE,13.8,0.15,Rain,Light Rain
2018,4,16,4/16/18,dc,5:52 AM,61,87%,10,Variable,3.5,0.05,,Overcast
2018,4,16,4/16/18,dc,6:24 AM,61,90%,10,SSE,6.9,0,,Overcast
2018,4,16,4/16/18,dc,6:52 AM,62.1,84%,10,SSE,10.4,0,Rain,Light Rain
2018,4,16,4/16/18,dc,6:59 AM,62.1,84%,10,SSE,10.4,0,,Overcast
2018,4,16,4/16/18,dc,7:52 AM,57.9,87%,10,W,8.1,0,,Overcast
2018,4,16,4/16/18,dc,7:55 AM,59,87%,10,W,8.1,,,Overcast
2018,4,16,4/16/18,dc,8:38 AM,53.1,86%,10,NW,13.8,,,Overcast
2018,4,16,4/16/18,dc,8:45 AM,52,86%,2,NNW,11.5,0,Rain,Rain
2018,4,16,4/16/18,dc,8:52 AM,51.1,89%,2,NNW,12.7,0.07,Rain,Heavy Rain
2018,4,16,4/16/18,dc,9:03 AM,51.1,86%,4,NW,12.7,0.08,Rain,Rain
2018,4,16,4/16/18,dc,9:17 AM,50,83%,10,NW,17.3,0.09,Rain,Light Rain
2018,4,16,4/16/18,dc,9:35 AM,48.9,83%,7,NW,6.9,0.1,Rain,Rain
2018,4,16,4/16/18,dc,9:52 AM,50,83%,10,W,9.2,0.12,Rain,Light Rain
2018,4,16,4/16/18,dc,10:40 AM,51.1,80%,10,NW,11.5,0,,Overcast
2018,4,16,4/16/18,dc,10:52 AM,51.1,80%,10,NW,9.2,0,,Overcast
2018,4,16,4/16/18,dc,11:39 AM,53.1,71%,10,WNW,12.7,,,Overcast
2018,4,16,4/16/18,dc,11:52 AM,53.1,71%,10,W,17.3,,,Overcast
2018,4,16,4/16/18,dc,12:33 PM,54,64%,10,W,16.1,,,Overcast
2018,4,16,4/16/18,dc,12:52 PM,53.1,66%,10,W,9.2,0,Rain,Light Rain
2018,4,16,4/16/18,dc,1:52 PM,52,69%,9,W,19.6,0.01,Rain,Light Rain
2018,4,16,4/16/18,dc,2:52 PM,54,57%,10,W,16.1,0,,Overcast
2018,4,16,4/16/18,dc,3:52 PM,54,51%,10,NW,13.8,,,Overcast
2018,4,16,4/16/18,dc,4:52 PM,53.1,52%,10,NW,15,,,Overcast
2018,4,16,4/16/18,dc,5:52 PM,52,47%,10,NW,15,,,Overcast
2018,4,16,4/16/18,dc,6:52 PM,52,47%,10,NW,8.1,,,Overcast
2018,4,16,4/16/18,dc,7:52 PM,52,43%,10,WNW,9.2,,,Overcast
2018,4,16,4/16/18,dc,8:52 PM,50,48%,10,WNW,11.5,,,Overcast
2018,4,16,4/16/18,dc,9:52 PM,50,44%,10,WNW,12.7,,,Overcast
2018,4,16,4/16/18,dc,10:52 PM,48,48%,10,NW,13.8,,,Overcast
2018,4,16,4/16/18,dc,11:52 PM,46,50%,10,W,11.5,,,Overcast
2018,4,17,4/17/18,dc,12:52 AM,45,49%,10,NW,15,,,Overcast
2018,4,17,4/17/18,dc,1:52 AM,44.1,45%,10,NW,15,,,Overcast
2018,4,17,4/17/18,dc,2:52 AM,43,45%,10,WNW,12.7,,,Mostly Cloudy
2018,4,17,4/17/18,dc,3:52 AM,42.1,47%,10,WNW,15,,,Overcast
2018,4,17,4/17/18,dc,4:52 AM,41,47%,10,W,10.4,,,Mostly Cloudy
2018,4,17,4/17/18,dc,5:52 AM,41,49%,10,WNW,13.8,,,Mostly Cloudy
2018,4,17,4/17/18,dc,6:52 AM,41,47%,10,WNW,15,,,Mostly Cloudy
2018,4,17,4/17/18,dc,7:52 AM,42.1,47%,10,W,10.4,,,Mostly Cloudy
2018,4,17,4/17/18,dc,8:52 AM,42.1,47%,10,W,15,,,Overcast
2018,4,17,4/17/18,dc,9:52 AM,42.1,47%,10,W,16.1,,,Overcast
2018,4,17,4/17/18,dc,10:52 AM,45,46%,10,W,10.4,,,Overcast
2018,4,17,4/17/18,dc,11:52 AM,44.1,45%,10,WSW,12.7,,,Overcast
2018,4,17,4/17/18,dc,12:52 PM,45,46%,10,WSW,12.7,,,Overcast
2018,4,17,4/17/18,dc,1:52 PM,46,42%,10,WSW,15,,,Overcast
2018,4,17,4/17/18,dc,2:52 PM,46.9,39%,10,W,17.3,,,Overcast
2018,4,17,4/17/18,dc,3:52 PM,46.9,39%,10,W,13.8,,,Overcast
2018,4,17,4/17/18,dc,4:52 PM,48,37%,10,NW,13.8,,,Overcast
2018,4,17,4/17/18,dc,5:52 PM,46.9,41%,10,NW,13.8,,,Overcast
2018,4,17,4/17/18,dc,6:52 PM,46.9,41%,10,WNW,8.1,,,Overcast
2018,4,10,4/10/18,vegas,12:53 AM,63,21%,10,NNW,6.9,,,Clear
2018,4,10,4/10/18,vegas,1:53 AM,61,22%,10,NW,5.8,,,Clear
2018,4,10,4/10/18,vegas,2:53 AM,62.1,24%,10,NW,3.5,,,Clear
2018,4,10,4/10/18,vegas,3:53 AM,60.1,27%,10,W,3.5,,,Clear
2018,4,10,4/10/18,vegas,4:53 AM,57.9,30%,10,NNW,4.6,,,Clear
2018,4,10,4/10/18,vegas,5:53 AM,57,30%,10,N,5.8,,,Clear
2018,4,10,4/10/18,vegas,6:53 AM,60.1,30%,10,WNW,5.8,,,Clear
2018,4,10,4/10/18,vegas,7:53 AM,64,25%,10,WNW,4.6,,,Clear
2018,4,10,4/10/18,vegas,8:53 AM,66.9,23%,10,NNE,3.5,,,Clear
2018,4,10,4/10/18,vegas,9:53 AM,71.1,16%,10,Calm,Calm,,,Clear
2018,4,10,4/10/18,vegas,10:53 AM,75,13%,10,ENE,3.5,,,Clear
2018,4,10,4/10/18,vegas,11:53 AM,78.1,11%,10,Variable,5.8,,,Clear
2018,4,10,4/10/18,vegas,12:53 PM,80.1,9%,10,S,6.9,,,Clear
2018,4,10,4/10/18,vegas,1:53 PM,82.9,8%,10,ESE,9.2,,,Clear
2018,4,10,4/10/18,vegas,2:53 PM,84,7%,10,SSE,9.2,,,Clear
2018,4,10,4/10/18,vegas,3:53 PM,86,7%,10,N,,,,Clear
2018,4,10,4/10/18,vegas,4:53 PM,86,7%,10,East,6.9,,,Clear
2018,4,10,4/10/18,vegas,5:53 PM,87.1,7%,10,East,4.6,,,Clear
2018,4,10,4/10/18,vegas,6:53 PM,84.9,8%,10,NNE,4.6,,,Clear
2018,4,10,4/10/18,vegas,7:53 PM,82,8%,10,NW,3.5,,,Clear
2018,4,10,4/10/18,vegas,10:53 PM,80.1,8%,10,S,8.1,,,Clear
2018,4,10,4/10/18,vegas,11:53 PM,81,10%,10,WSW,12.7,,,Clear
2018,4,11,4/11/18,vegas,12:53 AM,79,12%,10,W,11.5,,,Clear
2018,4,11,4/11/18,vegas,1:53 AM,79,14%,10,S,13.8,,,Clear
2018,4,11,4/11/18,vegas,2:53 AM,75.9,15%,10,S,15,,,Clear
2018,4,11,4/11/18,vegas,3:53 AM,75.9,14%,10,S,19.6,,,Clear
2018,4,11,4/11/18,vegas,4:39 AM,75,14%,10,S,18.4,,,Clear
2018,4,11,4/11/18,vegas,4:53 AM,75,16%,10,S,21.9,,,Clear
2018,4,11,4/11/18,vegas,5:44 AM,75,16%,10,Variable,4.6,,,Clear
2018,4,11,4/11/18,vegas,5:53 AM,75,16%,10,S,11.5,,,Clear
2018,4,11,4/11/18,vegas,6:12 AM,75,16%,10,SSW,17.3,,,Clear
2018,4,11,4/11/18,vegas,6:53 AM,73,19%,10,ENE,6.9,,,Clear
2018,4,11,4/11/18,vegas,7:53 AM,75.9,16%,10,Variable,4.6,,,Clear
2018,4,11,4/11/18,vegas,8:53 AM,79,15%,10,Variable,6.9,,,Clear
2018,4,11,4/11/18,vegas,9:53 AM,82.9,12%,10,SW,17.3,,,Clear
2018,4,11,4/11/18,vegas,10:53 AM,86,10%,10,SW,18.4,,,Clear
2018,4,11,4/11/18,vegas,11:53 AM,88,9%,10,SW,10.4,,,Clear
2018,4,11,4/11/18,vegas,12:53 PM,88,9%,10,SSW,20.7,,,Clear
2018,4,11,4/11/18,vegas,1:53 PM,88,7%,10,SSW,24.2,,,Clear
2018,4,11,4/11/18,vegas,2:53 PM,90,5%,10,SSW,27.6,,,Clear
2018,4,11,4/11/18,vegas,3:53 PM,91.9,5%,10,WSW,23,,,Clear
2018,4,11,4/11/18,vegas,4:53 PM,90,8%,10,SW,24.2,,,Clear
2018,4,11,4/11/18,vegas,5:53 PM,88,9%,10,SW,15,,,Clear
2018,4,11,4/11/18,vegas,6:53 PM,84.9,9%,10,SSW,12.7,,,Clear
2018,4,11,4/11/18,vegas,7:53 PM,82.9,10%,10,SW,13.8,,,Clear
2018,4,11,4/11/18,vegas,8:53 PM,80.1,12%,10,S,12.7,,,Clear
2018,4,11,4/11/18,vegas,9:53 PM,78.1,13%,10,SSW,19.6,,,Clear
2018,4,11,4/11/18,vegas,10:53 PM,77,15%,10,SSW,25.3,,,Clear
2018,4,11,4/11/18,vegas,11:53 PM,75.9,13%,10,SSW,12.7,,,Clear
2018,4,12,4/12/18,vegas,12:53 AM,73,22%,10,WSW,23,,,Clear
2018,4,12,4/12/18,vegas,1:53 AM,71.1,24%,10,SW,36.8,,,Clear
2018,4,12,4/12/18,vegas,2:53 AM,68,23%,10,SW,29.9,,,Clear
2018,4,12,4/12/18,vegas,3:53 AM,66.9,17%,10,WSW,26.5,,,Clear
2018,4,12,4/12/18,vegas,4:53 AM,64.9,14%,10,WSW,32.2,,,Clear
2018,4,12,4/12/18,vegas,5:53 AM,63,16%,10,WSW,17.3,,,Clear
2018,4,12,4/12/18,vegas,6:53 AM,61,19%,10,W,19.6,,,Clear
2018,4,12,4/12/18,vegas,7:53 AM,61,22%,10,WSW,29.9,,,Clear
2018,4,12,4/12/18,vegas,8:53 AM,63,21%,10,WSW,15,,,Clear
2018,4,12,4/12/18,vegas,9:28 AM,66.9,15%,10,N,23,,,Clear
2018,4,12,4/12/18,vegas,9:53 AM,66.9,16%,10,N,27.6,,,Clear
2018,4,12,4/12/18,vegas,10:53 AM,66.9,15%,10,NNW,21.9,,,Clear
2018,4,12,4/12/18,vegas,11:53 AM,68,8%,10,N,28.8,,,Clear
2018,4,12,4/12/18,vegas,12:53 PM,70,6%,10,N,28.8,,,Clear
2018,4,12,4/12/18,vegas,1:53 PM,70,5%,10,N,29.9,,,Clear
2018,4,12,4/12/18,vegas,2:53 PM,70,5%,10,NNW,29.9,,,Clear
2018,4,12,4/12/18,vegas,3:53 PM,69.1,5%,10,N,33.4,,,Clear
2018,4,12,4/12/18,vegas,4:53 PM,66.9,5%,10,N,28.8,,,Clear
2018,4,12,4/12/18,vegas,5:53 PM,64.9,4%,10,NNW,25.3,,,Clear
2018,4,12,4/12/18,vegas,6:53 PM,63,5%,10,NW,27.6,,,Clear
2018,4,12,4/12/18,vegas,7:53 PM,61,6%,10,NNW,26.5,,,Clear
2018,4,12,4/12/18,vegas,8:53 PM,60.1,7%,10,NNW,20.7,,,Clear
2018,4,12,4/12/18,vegas,9:53 PM,59,8%,10,NNW,26.5,,,Clear
2018,4,12,4/12/18,vegas,10:53 PM,57.9,8%,10,NNW,18.4,,,Clear
2018,4,12,4/12/18,vegas,11:53 PM,55.9,10%,10,N,16.1,,,Clear
2018,4,13,4/13/18,vegas,12:53 AM,55,11%,10,N,17.3,,,Clear
2018,4,13,4/13/18,vegas,1:53 AM,54,12%,10,N,15,,,Clear
2018,4,13,4/13/18,vegas,2:53 AM,53.1,13%,10,N,10.4,,,Clear
2018,4,13,4/13/18,vegas,3:53 AM,51.1,15%,10,NE,8.1,,,Clear
2018,4,13,4/13/18,vegas,4:53 AM,51.1,17%,10,N,15,,,Clear
2018,4,13,4/13/18,vegas,5:53 AM,51.1,18%,10,NNW,19.6,,,Clear
2018,4,13,4/13/18,vegas,6:53 AM,52,19%,10,NNW,20.7,,,Clear
2018,4,13,4/13/18,vegas,7:53 AM,54,19%,10,N,18.4,,,Clear
2018,4,13,4/13/18,vegas,8:53 AM,55.9,18%,10,N,20.7,,,Clear
2018,4,13,4/13/18,vegas,9:53 AM,57.9,15%,10,NNW,16.1,,,Clear
2018,4,13,4/13/18,vegas,10:53 AM,60.1,13%,10,NNE,9.2,,,Clear
2018,4,13,4/13/18,vegas,11:19 AM,61,13%,10,NNW,15,,,Clear
2018,4,13,4/13/18,vegas,11:53 AM,63,12%,10,NNW,19.6,,,Clear
2018,4,13,4/13/18,vegas,12:53 PM,66,10%,10,NNW,21.9,,,Clear
2018,4,13,4/13/18,vegas,1:53 PM,68,9%,10,NNW,21.9,,,Clear
2018,4,13,4/13/18,vegas,2:53 PM,69.1,9%,10,NNW,17.3,,,Clear
2018,4,13,4/13/18,vegas,3:53 PM,71.1,8%,10,NNW,16.1,,,Clear
2018,4,13,4/13/18,vegas,4:53 PM,71.1,8%,10,NNW,20.7,,,Clear
2018,4,13,4/13/18,vegas,5:53 PM,72,7%,10,NNW,17.3,,,Clear
2018,4,13,4/13/18,vegas,6:53 PM,70,7%,10,N,11.5,,,Clear
2018,4,13,4/13/18,vegas,7:53 PM,68,8%,10,Calm,Calm,,,Clear
2018,4,13,4/13/18,vegas,8:53 PM,66.9,9%,10,Calm,Calm,,,Clear
2018,4,13,4/13/18,vegas,9:53 PM,63,11%,10,N,4.6,,,Clear
2018,4,13,4/13/18,vegas,10:53 PM,62.1,12%,10,NNW,8.1,,,Clear
2018,4,13,4/13/18,vegas,11:53 PM,61,12%,10,NNW,8.1,,,Clear
2018,4,14,4/14/18,vegas,12:53 AM,57,14%,10,East,4.6,,,Clear
2018,4,14,4/14/18,vegas,1:53 AM,57,15%,10,East,8.1,,,Clear
2018,4,14,4/14/18,vegas,2:53 AM,57,15%,10,East,3.5,,,Clear
2018,4,14,4/14/18,vegas,3:53 AM,55.9,16%,10,NW,5.8,,,Clear
2018,4,14,4/14/18,vegas,4:53 AM,53.1,20%,10,SW,3.5,,,Clear
2018,4,14,4/14/18,vegas,5:53 AM,53.1,21%,10,WSW,5.8,,,Clear
2018,4,14,4/14/18,vegas,6:53 AM,53.1,22%,10,WSW,3.5,,,Clear
2018,4,14,4/14/18,vegas,7:53 AM,57,15%,10,S,4.6,,,Clear
2018,4,14,4/14/18,vegas,8:53 AM,61,14%,10,SSW,3.5,,,Clear
2018,4,14,4/14/18,vegas,9:53 AM,63,14%,10,S,3.5,,,Clear
2018,4,14,4/14/18,vegas,10:53 AM,66,12%,10,Calm,Calm,,,Clear
2018,4,14,4/14/18,vegas,11:53 AM,68,11%,10,Variable,5.8,,,Clear
2018,4,14,4/14/18,vegas,12:53 PM,69.1,11%,10,Calm,Calm,,,Clear
2018,4,14,4/14/18,vegas,1:53 PM,70,10%,10,Calm,Calm,,,Clear
2018,4,14,4/14/18,vegas,2:53 PM,72,10%,10,Calm,Calm,,,Clear
2018,4,14,4/14/18,vegas,3:53 PM,73.9,9%,10,SSW,4.6,,,Clear
2018,4,14,4/14/18,vegas,4:53 PM,75.9,9%,10,Calm,Calm,,,Clear
2018,4,14,4/14/18,vegas,5:53 PM,75.9,9%,10,ESE,3.5,,,Clear
2018,4,14,4/14/18,vegas,6:53 PM,73.9,9%,10,SE,6.9,,,Clear
2018,4,14,4/14/18,vegas,7:53 PM,72,10%,10,ESE,3.5,,,Clear
2018,4,14,4/14/18,vegas,8:53 PM,71.1,11%,10,Calm,Calm,,,Clear
2018,4,14,4/14/18,vegas,9:53 PM,66,17%,10,NNW,5.8,,,Clear
2018,4,14,4/14/18,vegas,10:53 PM,64,19%,10,NNW,4.6,,,Clear
2018,4,14,4/14/18,vegas,11:53 PM,62.1,21%,10,WNW,5.8,,,Clear
2018,4,15,4/15/18,vegas,12:53 AM,60.1,21%,10,NNW,5.8,,,Clear
2018,4,15,4/15/18,vegas,1:53 AM,57.9,26%,10,N,3.5,,,Clear
2018,4,15,4/15/18,vegas,2:53 AM,57,25%,10,NNW,5.8,,,Clear
2018,4,15,4/15/18,vegas,3:53 AM,55.9,27%,10,NNW,3.5,,,Clear
2018,4,15,4/15/18,vegas,4:53 AM,55.9,28%,10,Calm,Calm,,,Clear
2018,4,15,4/15/18,vegas,5:53 AM,57,25%,10,Calm,Calm,,,Clear
2018,4,15,4/15/18,vegas,6:53 AM,59,20%,10,Calm,Calm,,,Clear
2018,4,15,4/15/18,vegas,7:53 AM,61,18%,10,ESE,3.5,,,Clear
2018,4,15,4/15/18,vegas,8:53 AM,63,18%,10,SE,5.8,,,Clear
2018,4,15,4/15/18,vegas,9:53 AM,66.9,14%,10,Calm,Calm,,,Clear
2018,4,15,4/15/18,vegas,10:53 AM,71.1,11%,10,SE,6.9,,,Clear
2018,4,15,4/15/18,vegas,11:53 AM,72,10%,10,SSE,4.6,,,Clear
2018,4,15,4/15/18,vegas,12:53 PM,77,9%,10,SE,9.2,,,Clear
2018,4,15,4/15/18,vegas,1:53 PM,80.1,8%,10,Variable,6.9,,,Clear
2018,4,15,4/15/18,vegas,2:53 PM,82,5%,10,SSW,12.7,,,Clear
2018,4,15,4/15/18,vegas,3:53 PM,82,5%,10,SW,13.8,,,Clear
2018,4,15,4/15/18,vegas,4:53 PM,81,5%,10,SW,17.3,,,Clear
2018,4,15,4/15/18,vegas,5:53 PM,79,6%,10,WSW,16.1,,,Clear
2018,4,15,4/15/18,vegas,6:53 PM,78.1,6%,10,SSW,12.7,,,Clear
2018,4,15,4/15/18,vegas,7:53 PM,77,7%,10,SSW,16.1,,,Clear
2018,4,15,4/15/18,vegas,8:53 PM,75,8%,10,S,10.4,,,Clear
2018,4,15,4/15/18,vegas,9:53 PM,73.9,9%,10,S,5.8,,,Clear
2018,4,15,4/15/18,vegas,10:53 PM,73.9,9%,10,SW,5.8,,,Clear
2018,4,15,4/15/18,vegas,11:53 PM,72,13%,10,SW,8.1,,,Clear
2018,4,16,4/16/18,vegas,12:53 AM,69.1,15%,10,S,8.1,,,Clear
2018,4,16,4/16/18,vegas,1:53 AM,69.1,16%,10,SSW,15,,,Clear
2018,4,16,4/16/18,vegas,2:53 AM,68,17%,10,SSW,11.5,,,Clear
2018,4,16,4/16/18,vegas,3:53 AM,66.9,17%,10,SSW,13.8,,,Clear
2018,4,16,4/16/18,vegas,4:53 AM,66,18%,10,S,17.3,,,Clear
2018,4,16,4/16/18,vegas,5:53 AM,64.9,18%,10,S,18.4,,,Clear
2018,4,16,4/16/18,vegas,6:53 AM,64.9,16%,10,SSW,16.1,,,Clear
2018,4,16,4/16/18,vegas,7:53 AM,66,15%,10,SSW,17.3,,,Clear
2018,4,16,4/16/18,vegas,8:53 AM,69.1,14%,10,SSW,17.3,,,Clear
2018,4,16,4/16/18,vegas,9:53 AM,71.1,13%,10,SSW,23,,,Clear
2018,4,16,4/16/18,vegas,10:53 AM,73.9,13%,10,SSW,19.6,,,Clear
2018,4,16,4/16/18,vegas,11:53 AM,77,11%,10,SW,27.6,,,Clear
2018,4,16,4/16/18,vegas,12:53 PM,79,9%,10,SW,35.7,,,Clear
2018,4,16,4/16/18,vegas,1:53 PM,80.1,9%,10,SW,32.2,,,Clear
2018,4,16,4/16/18,vegas,2:53 PM,79,10%,10,WSW,28.8,,,Clear
2018,4,16,4/16/18,vegas,3:53 PM,78.1,12%,10,WSW,20.7,,,Clear
2018,4,16,4/16/18,vegas,4:53 PM,75,16%,10,WSW,27.6,,,Clear
2018,4,16,4/16/18,vegas,5:53 PM,71.1,17%,10,WSW,23,,,Clear
2018,4,16,4/16/18,vegas,6:53 PM,64.9,20%,10,W,25.3,,,Clear
2018,4,16,4/16/18,vegas,7:53 PM,61,21%,10,W,28.8,,,Clear
2018,4,16,4/16/18,vegas,8:53 PM,57.9,24%,10,W,28.8,,,Clear
2018,4,16,4/16/18,vegas,9:53 PM,55.9,29%,10,WSW,21.9,,,Clear
2018,4,16,4/16/18,vegas,10:53 PM,55,28%,10,WSW,17.3,,,Clear
2018,4,16,4/16/18,vegas,11:53 PM,52,27%,10,W,20.7,,,Clear
2018,4,17,4/17/18,vegas,12:53 AM,51.1,28%,10,W,28.8,,,Clear
2018,4,17,4/17/18,vegas,1:53 AM,51.1,35%,10,Variable,5.8,,,Scattered Clouds
2018,4,17,4/17/18,vegas,2:31 AM,48,58%,10,NW,19.6,,,Overcast
2018,4,17,4/17/18,vegas,2:53 AM,48,56%,10,NW,15,,,Scattered Clouds
2018,4,17,4/17/18,vegas,3:53 AM,50,44%,10,NNW,16.1,,,Clear
2018,4,17,4/17/18,vegas,4:53 AM,50,44%,10,NNW,28.8,,,Clear
2018,4,17,4/17/18,vegas,5:53 AM,50,43%,10,NNW,18.4,,,Clear
2018,4,17,4/17/18,vegas,6:53 AM,51.1,41%,10,NNW,15,,,Clear
2018,4,17,4/17/18,vegas,7:53 AM,53.1,37%,10,NNW,15,,,Clear
2018,4,17,4/17/18,vegas,8:53 AM,55.9,30%,10,N,18.4,,,Clear
2018,4,17,4/17/18,vegas,9:53 AM,57.9,27%,10,NNW,12.7,,,Clear
2018,4,17,4/17/18,vegas,10:53 AM,59,24%,10,Variable,3.5,,,Clear
2018,4,17,4/17/18,vegas,11:53 AM,61,20%,10,Variable,4.6,,,Clear
2018,4,17,4/17/18,vegas,12:53 PM,64,16%,10,ENE,8.1,,,Clear
2018,4,17,4/17/18,vegas,1:53 PM,64.9,9%,10,Variable,4.6,,,Clear
2018,4,17,4/17/18,vegas,2:53 PM,68,9%,10,N,11.5,,,Clear
2018,4,17,4/17/18,vegas,3:53 PM,66,10%,10,Variable,5.8,,,Clear
2018,4,10,4/10/18,atl,12:53 AM,52,89%,10,East,3.5,,,Clear
2018,4,10,4/10/18,atl,1:53 AM,52,89%,10,East,4.6,,,Clear
2018,4,10,4/10/18,atl,2:53 AM,51.1,89%,10,Calm,Calm,,,Scattered Clouds
2018,4,10,4/10/18,atl,3:53 AM,50,96%,10,Calm,Calm,,,Partly Cloudy
2018,4,10,4/10/18,atl,4:53 AM,50,96%,10,Calm,Calm,,,Overcast
2018,4,10,4/10/18,atl,5:53 AM,48.9,100%,10,Calm,Calm,,,Overcast
2018,4,10,4/10/18,atl,6:53 AM,50,100%,10,Calm,Calm,,,Overcast
2018,4,10,4/10/18,atl,7:53 AM,50,100%,10,Calm,Calm,,,Scattered Clouds
2018,4,10,4/10/18,atl,8:53 AM,52,89%,10,Calm,Calm,,,Overcast
2018,4,10,4/10/18,atl,9:53 AM,54,83%,10,Calm,Calm,,,Overcast
2018,4,10,4/10/18,atl,10:53 AM,57,74%,10,Calm,Calm,,,Mostly Cloudy
2018,4,10,4/10/18,atl,11:53 AM,60.1,67%,10,Variable,4.6,,,Mostly Cloudy
2018,4,10,4/10/18,atl,12:53 PM,63,50%,10,Variable,4.6,,,Scattered Clouds
2018,4,10,4/10/18,atl,1:53 PM,66,42%,10,NNE,8.1,,,Clear
2018,4,10,4/10/18,atl,2:53 PM,68,35%,10,N,,,,Clear
2018,4,10,4/10/18,atl,3:53 PM,68,33%,10,NNW,10.4,,,Clear
2018,4,10,4/10/18,atl,4:53 PM,69.1,30%,10,Variable,5.8,,,Clear
2018,4,10,4/10/18,atl,5:53 PM,68,31%,10,NNW,8.1,,,Clear
2018,4,10,4/10/18,atl,6:53 PM,66,33%,10,NNW,8.1,,,Clear
2018,4,10,4/10/18,atl,7:53 PM,63,37%,10,NNW,5.8,,,Clear
2018,4,10,4/10/18,atl,8:53 PM,60.1,41%,10,Calm,Calm,,,Clear
2018,4,10,4/10/18,atl,9:53 PM,53.1,64%,10,Calm,Calm,,,Clear
2018,4,10,4/10/18,atl,10:53 PM,50,74%,10,Calm,Calm,,,Clear
2018,4,11,4/11/18,atl,1:53 AM,52,54%,10,N,3.5,,,Clear
2018,4,11,4/11/18,atl,2:53 AM,48.9,64%,10,NW,5.8,,,Clear
2018,4,11,4/11/18,atl,3:53 AM,46.9,68%,10,NW,4.6,,,Clear
