,User,Date,Tweet text,Compound,Positive,Neutral,Negative,Tweet Count
128,@SFBart,Tue Apr 17 00:56:29 +0000 2018,"RT @OAColiseum: Heads up! 🚨

There is a 7:30 pm @Warriors Playoff game at @OracleArena tonight. 

Please arrive early or take @SFBART to to…",0.38,0.11,0.89,0.0,28
129,@SFBart,Tue Apr 17 00:55:45 +0000 2018,RT @SFBART: @omaryak Flock it. I can’t take the punishment anymore. It’s too burdensome.,-0.718,0.0,0.647,0.353,29
130,@SFBart,Tue Apr 17 00:54:39 +0000 2018,@SFBART  Can’t u assign 1 cop to each station to patrol for drug use? Just saw woman sitting on MONT platform shooting up.,0.0,0.0,1.0,0.0,30
131,@SFBart,Tue Apr 17 00:54:22 +0000 2018,"RT @SFBART: The BART Police Citizen Review Board is in the process of recruiting a public-at-large appointee.
Members of the BPCRB work to…",0.0,0.0,1.0,0.0,31
132,@SFBart,Tue Apr 17 00:53:48 +0000 2018,@SFBART 10 car train? But it was really 9 cars... And screwed everyone waiting at the end of the platform. I couldn… https://t.co/d8wzZNKZ3o,-0.537,0.0,0.852,0.148,32
133,@SFBart,Tue Apr 17 00:51:18 +0000 2018,@talldave @SFBART So excited to see a new train on the other side of the Bay!,0.456,0.176,0.824,0.0,33
134,@SFBart,Tue Apr 17 00:45:04 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,34
135,@SFBart,Tue Apr 17 00:44:33 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,35
136,@SFBart,Tue Apr 17 00:39:15 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,36
137,@SFBart,Tue Apr 17 00:28:01 +0000 2018,"For all the money @SFBART gets every single day, I can't comprehend how they can't fix the AC (summer anyone?) and get working cameras.",0.0,0.0,1.0,0.0,37
138,@SFBart,Tue Apr 17 00:24:43 +0000 2018,@SFBART why does this keep happening? Display says 10 car train and yet the train pulls too far away from last door… https://t.co/VaPkoGIKzz,0.0,0.0,1.0,0.0,38
139,@SFBart,Tue Apr 17 00:11:27 +0000 2018,@talldave @SFBART A new train?,0.0,0.0,1.0,0.0,39
140,@SFBart,Tue Apr 17 00:10:26 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,40
141,@SFBart,Tue Apr 17 00:09:43 +0000 2018,@SFBART Thanks for the link! The escalator I’m concerned with - the up escalator on the Powell side - is not listed… https://t.co/xiEUGjDxC7,0.493,0.138,0.862,0.0,41
142,@SFBart,Tue Apr 17 00:05:14 +0000 2018,"RT @SFBART: The BART Police Citizen Review Board is in the process of recruiting a public-at-large appointee.
Members of the BPCRB work to…",0.0,0.0,1.0,0.0,42
143,@SFBart,Mon Apr 16 23:50:35 +0000 2018,"RT @SFBART: The BART Police Citizen Review Board is in the process of recruiting a public-at-large appointee.
Members of the BPCRB work to…",0.0,0.0,1.0,0.0,43
144,@SFBart,Mon Apr 16 23:43:35 +0000 2018,"RT @SFBART: The BART Police Citizen Review Board is in the process of recruiting a public-at-large appointee.
Members of the BPCRB work to…",0.0,0.0,1.0,0.0,44
145,@SFBart,Mon Apr 16 23:34:07 +0000 2018,"RT @SFBART: The BART Police Citizen Review Board is in the process of recruiting a public-at-large appointee.
Members of the BPCRB work to…",0.0,0.0,1.0,0.0,45
146,@SFBart,Mon Apr 16 23:31:42 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,46
147,@SFBart,Mon Apr 16 23:28:34 +0000 2018,"RT @SFBART: The BART Police Citizen Review Board is in the process of recruiting a public-at-large appointee.
Members of the BPCRB work to…",0.0,0.0,1.0,0.0,47
148,@SFBart,Mon Apr 16 23:28:28 +0000 2018,@SFBART Sorry couldn’t remember the Cart number :(,-0.44,0.124,0.476,0.4,48
149,@SFBart,Mon Apr 16 23:24:41 +0000 2018,@SFBART How much does it pay?,-0.103,0.0,0.781,0.219,49
150,@SFBart,Mon Apr 16 23:23:58 +0000 2018,"RT @imanicezanne: Today at Lake Merrit BART station. 

“I told you what to do. You didn’t do it. You kept moving around. You’re under arres…",0.0,0.0,1.0,0.0,50
151,@SFBart,Mon Apr 16 23:23:13 +0000 2018,"RT @imanicezanne: Today at Lake Merrit BART station. 

“I told you what to do. You didn’t do it. You kept moving around. You’re under arres…",0.0,0.0,1.0,0.0,51
152,@SFBart,Mon Apr 16 23:11:51 +0000 2018,@SFBART There was an attempted theft of a cell phone on the BART platform at Civic Center at 4:05p. Thief was chase… https://t.co/vBcjDv7t94,-0.527,0.0,0.861,0.139,52
153,@SFBart,Mon Apr 16 23:05:27 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,53
154,@SFBart,Mon Apr 16 22:58:57 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,54
155,@SFBart,Mon Apr 16 22:56:09 +0000 2018,@SFBART is aggressively pursuing Transit Oriented Developments that addresses work force housing needs and alternat… https://t.co/DDbJKOtEqh,-0.318,0.0,0.867,0.133,55
156,@SFBart,Mon Apr 16 22:54:30 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,56
157,@SFBart,Mon Apr 16 22:53:36 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,57
158,@SFBart,Mon Apr 16 22:52:21 +0000 2018,"@SFBART links Oakland to San Francisco. The system has over 425,000 riders per day and is a combination of elevated… https://t.co/0R5Ky3r5Op",0.0,0.0,1.0,0.0,58
159,@SFBart,Mon Apr 16 22:40:55 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,59
160,@SFBart,Mon Apr 16 22:31:29 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,60
161,@SFBart,Mon Apr 16 22:14:17 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,61
162,@SFBart,Mon Apr 16 22:11:36 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,62
163,@SFBart,Mon Apr 16 22:11:09 +0000 2018,"RT @AlamedaCTC: Make a pledge for #EarthDay to #TryTransit. 
@SFBART https://t.co/5K8bfyabrV",0.0,0.0,1.0,0.0,63
164,@SFBart,Mon Apr 16 22:11:08 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,64
165,@SFBart,Mon Apr 16 22:10:58 +0000 2018,@IHazRabies @SFBART Right behind the AC Transit Bus,0.0,0.0,1.0,0.0,65
166,@SFBart,Mon Apr 16 22:09:29 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,66
167,@SFBart,Mon Apr 16 22:09:04 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,67
168,@SFBart,Mon Apr 16 22:06:43 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,68
169,@SFBart,Mon Apr 16 22:06:35 +0000 2018,"RT @AlamedaCTC: Make a pledge for #EarthDay to #TryTransit. 
@SFBART https://t.co/5K8bfyabrV",0.0,0.0,1.0,0.0,69
170,@SFBart,Mon Apr 16 22:05:43 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,70
171,@SFBart,Mon Apr 16 22:04:45 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,71
172,@SFBart,Mon Apr 16 22:04:30 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,72
173,@SFBart,Mon Apr 16 22:02:00 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,73
174,@SFBart,Mon Apr 16 21:57:18 +0000 2018,"Make a pledge for #EarthDay to #TryTransit. 
@SFBART https://t.co/5K8bfyabrV",0.0,0.0,1.0,0.0,74
175,@SFBart,Mon Apr 16 21:45:39 +0000 2018,It's #NationalWeldingMonth and @SFBART recently wrote an article looking at how welders are rebuilding #BART.… https://t.co/XgUL3pjdSm,0.0,0.0,1.0,0.0,75
176,@SFBart,Mon Apr 16 21:29:16 +0000 2018,RT @burritojustice: @SFBART \o/,0.494,0.516,0.484,0.0,76
177,@SFBart,Mon Apr 16 20:27:17 +0000 2018,Pretty rare to see a near empty @SFBART car https://t.co/0NvpJs8PII,0.34,0.267,0.583,0.15,77
178,@SFBart,Mon Apr 16 20:25:17 +0000 2018,"@SFBART 🐦 coo’ pun, man",0.0,0.0,1.0,0.0,78
179,@SFBart,Mon Apr 16 20:15:39 +0000 2018,@sfbart Might be time to put up spikes at Hayward to stop the pigeons from congregating on the platform,-0.296,0.0,0.891,0.109,79
180,@SFBart,Mon Apr 16 19:55:25 +0000 2018,I’ve never seen so many people jump the gate at @SFBART til I started going to MacArthur Station #peopleOfBart,0.0,0.0,1.0,0.0,80
181,@SFBart,Mon Apr 16 19:20:03 +0000 2018,"RT @SFBART: ICYMI: Welders are out there rain or shine helping rebuild BART; you may not see them because they work behind the scenes, on t…",0.296,0.081,0.919,0.0,81
182,@SFBart,Mon Apr 16 19:00:40 +0000 2018,"RT @OAColiseum: Heads up! 🚨

There is a 7:30 pm @Warriors Playoff game at @OracleArena tonight. 

Please arrive early or take @SFBART to to…",0.38,0.11,0.89,0.0,82
183,@SFBart,Mon Apr 16 18:50:42 +0000 2018,"RT @SFBART: Did you know we carry more people from the East Bay to San Francisco than the Bay Bridge? The bridge carries 14,200 people in c…",0.0,0.0,1.0,0.0,83
184,@SFBart,Mon Apr 16 18:47:11 +0000 2018,@SFBART @burritojustice It’d be great if y’all could share more about what sort of testing is needed before Transba… https://t.co/mmVWzoesyk,0.743,0.259,0.741,0.0,84
185,@SFBart,Mon Apr 16 18:41:15 +0000 2018,RT @talldave: Fancy @SFBART https://t.co/h9B2MFsvU3,0.0,0.0,1.0,0.0,85
186,@SFBart,Mon Apr 16 18:35:05 +0000 2018,"RT @OracleArena: Heads up #DubNation! 🚨

There is a 7:05 pm @Athletics game at @OAColiseum tonight. 

Please arrive early or take @SFBART t…",0.38,0.115,0.885,0.0,86
187,@SFBart,Mon Apr 16 18:28:29 +0000 2018,RT @SFBART: @burritojustice We’re testing transbay service with the new trains to make sure we work out any potential glitches before we be…,0.318,0.095,0.905,0.0,87
188,@SFBart,Mon Apr 16 18:27:35 +0000 2018,@SFBART define “each ride”? https://t.co/qCVnu4Gj6b,0.0,0.0,1.0,0.0,88
189,@SFBart,Mon Apr 16 18:27:13 +0000 2018,"@SFBART Ouch! Thanks....,",0.0,0.0,1.0,0.0,89
190,@SFBart,Mon Apr 16 18:19:16 +0000 2018,@SFBART \o/,0.494,0.762,0.238,0.0,90
191,@SFBart,Mon Apr 16 18:18:36 +0000 2018,RT @SFBART: @burritojustice We’re testing transbay service with the new trains to make sure we work out any potential glitches before we be…,0.318,0.095,0.905,0.0,91
192,@SFBart,Mon Apr 16 18:12:18 +0000 2018,"RT @SFBART: ICYMI: Welders are out there rain or shine helping rebuild BART; you may not see them because they work behind the scenes, on t…",0.296,0.081,0.919,0.0,92
193,@SFBart,Mon Apr 16 18:11:50 +0000 2018,"So this was creepy AF on @SFBART today. I get you want to sleep, but wear sunglasses like normal people. https://t.co/53NdE1rsni",0.527,0.196,0.804,0.0,93
194,@SFBart,Mon Apr 16 18:07:12 +0000 2018,RT @talldave: Fancy @SFBART https://t.co/h9B2MFsvU3,0.0,0.0,1.0,0.0,94
195,@SFBart,Mon Apr 16 18:06:27 +0000 2018,@talldave @SFBART oh man it’s “out of service” that’s just rude,-0.459,0.0,0.769,0.231,95
196,@SFBart,Mon Apr 16 18:03:32 +0000 2018,Fancy @SFBART https://t.co/h9B2MFsvU3,0.0,0.0,1.0,0.0,96
197,@SFBart,Mon Apr 16 18:00:01 +0000 2018,"RT @SFBART: ICYMI: Welders are out there rain or shine helping rebuild BART; you may not see them because they work behind the scenes, on t…",0.296,0.081,0.919,0.0,97
198,@SFBart,Mon Apr 16 18:00:01 +0000 2018,@SFBART https://t.co/y78AMaEPbX,0.0,0.0,1.0,0.0,98
199,@SFBart,Mon Apr 16 17:59:02 +0000 2018,@SFBART https://t.co/sgnZGQPRfG,0.0,0.0,1.0,0.0,99
200,@MTA,Tue Apr 17 03:29:43 +0000 2018,@MTA if the F train can’t run on its own line why can the D train run on it 🤔🤔 I don’t get it,0.0,0.0,1.0,0.0,0
201,@MTA,Tue Apr 17 03:29:34 +0000 2018,@jbguild @NYCTSubway @MTA @NY1 Waterfall wow. The rats are probably loving it though,0.827,0.412,0.588,0.0,1
202,@MTA,Tue Apr 17 03:29:33 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,2
203,@MTA,Tue Apr 17 03:28:24 +0000 2018,"@jbguild @NYCTSubway @MTA @NY1 This guy’s mentality “rain or no rain, I’m getting ma money”",-0.296,0.0,0.864,0.136,3
204,@MTA,Tue Apr 17 03:28:22 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,4
205,@MTA,Tue Apr 17 03:27:56 +0000 2018,RT @kyaasqueen: The @MTA dragged me to hell and back but I got to listen to ANOTHER episode of @gendereveal and @mxacdumlao just validated…,-0.44,0.0,0.843,0.157,5
206,@MTA,Tue Apr 17 03:27:49 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,6
207,@MTA,Tue Apr 17 03:25:15 +0000 2018,RT @Mbkook24: Rain Room but without the line! @MTA https://t.co/RUBudFPehn,0.0,0.0,1.0,0.0,7
208,@MTA,Tue Apr 17 03:25:09 +0000 2018,Oh @MTA in your infinite wisdom. I see an easier solution. I think everyone does. #dumbdumbs https://t.co/MawBkz8Sym,0.818,0.415,0.585,0.0,8
209,@MTA,Tue Apr 17 03:25:07 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,9
210,@MTA,Tue Apr 17 03:24:18 +0000 2018,F trains are making D stops and D trains are making F stops because they both have work but why not just keep the t… https://t.co/Ooa783rhwD,-0.153,0.0,0.885,0.115,10
211,@MTA,Tue Apr 17 03:22:22 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,11
212,@MTA,Tue Apr 17 03:21:41 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,12
213,@MTA,Tue Apr 17 03:20:52 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,13
214,@MTA,Tue Apr 17 03:20:46 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,14
215,@MTA,Tue Apr 17 03:20:45 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,15
216,@MTA,Tue Apr 17 03:20:32 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,16
217,@MTA,Tue Apr 17 03:19:31 +0000 2018,"RT @UPSTANDMovement: ""The @MTA has been speaking about adding elevators to the Astoria Blvd station since the late 1970s...the dates provid…",0.0,0.0,1.0,0.0,17
218,@MTA,Tue Apr 17 03:17:34 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,18
219,@MTA,Tue Apr 17 03:16:02 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,19
220,@MTA,Tue Apr 17 03:12:59 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,20
221,@MTA,Tue Apr 17 03:12:53 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,21
222,@MTA,Tue Apr 17 03:12:36 +0000 2018,@Mbkook24 @MTA Fuck Cuomo.,-0.542,0.0,0.462,0.538,22
223,@MTA,Tue Apr 17 03:12:31 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,23
224,@MTA,Tue Apr 17 03:12:07 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,24
225,@MTA,Tue Apr 17 03:11:49 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,25
226,@MTA,Tue Apr 17 03:11:43 +0000 2018,"@jbguild @NYCTSubway @MTA @NY1 Eh, just throw a towel over it.",0.0,0.0,1.0,0.0,26
227,@MTA,Tue Apr 17 03:11:42 +0000 2018,RT @Mbkook24: Rain Room but without the line! @MTA https://t.co/RUBudFPehn,0.0,0.0,1.0,0.0,27
228,@MTA,Tue Apr 17 03:11:19 +0000 2018,I’m exasperated with unreliable service changes and modified service on the #Ftrain @MTA #Brooklyn #EnoughAlready,-0.422,0.0,0.833,0.167,28
229,@MTA,Tue Apr 17 03:10:14 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,29
230,@MTA,Tue Apr 17 03:09:44 +0000 2018,Its funny how @MTA rates are always going up in nyc...but you assholes cant even have a decent subway system that d… https://t.co/Uh6xsUgBI4,-0.226,0.109,0.749,0.142,30
231,@MTA,Tue Apr 17 03:09:26 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,31
232,@MTA,Tue Apr 17 03:08:01 +0000 2018,THIS is responsible government.  Saving money by putting train washes IN the subway stations! Plus commuters save o… https://t.co/sh7htloK9L,0.7,0.254,0.746,0.0,32
233,@MTA,Tue Apr 17 03:07:57 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,33
234,@MTA,Tue Apr 17 03:07:39 +0000 2018,I’m curious about @CynthiaNixon’s stance on I-81 through Syracuse. This will be an important factor for many primar… https://t.co/Q2Ys8vFn1q,0.477,0.194,0.806,0.0,34
235,@MTA,Tue Apr 17 03:07:09 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,35
236,@MTA,Tue Apr 17 03:06:04 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,36
237,@MTA,Tue Apr 17 03:05:38 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,37
238,@MTA,Tue Apr 17 03:05:00 +0000 2018,".@MTA report details signal equipment failures at #Brooklyn subway station
https://t.co/waQrmLhxEG",-0.459,0.0,0.769,0.231,38
239,@MTA,Tue Apr 17 03:04:53 +0000 2018,The @MTA sucks syphilitic dick,-0.7,0.0,0.341,0.659,39
240,@MTA,Tue Apr 17 03:04:24 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,40
241,@MTA,Tue Apr 17 03:01:34 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,41
242,@MTA,Tue Apr 17 03:00:42 +0000 2018,@jbguild @NYCTSubway @MTA @NY1 Crazy deal,-0.34,0.0,0.676,0.324,42
243,@MTA,Tue Apr 17 03:00:25 +0000 2018,None of these angry passengers understand that the @MTA arbitrarily swapping the D and F lines is a CRY FOR HELP :(,-0.765,0.121,0.527,0.352,43
244,@MTA,Tue Apr 17 03:00:17 +0000 2018,"@MTA = Sh*t. Wait when over 60degree smell like giant toilet, raining day feel likes drowning in toilet https://t.co/ccXJhkARgC",0.649,0.249,0.751,0.0,44
245,@MTA,Tue Apr 17 03:00:14 +0000 2018,@jbguild @NYCTSubway @MTA @NY1 Looks like a scene from the titanic 🚣‍♂️ 🌊,0.361,0.2,0.8,0.0,45
246,@MTA,Tue Apr 17 02:59:09 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,46
247,@MTA,Tue Apr 17 02:58:45 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,47
248,@MTA,Tue Apr 17 02:57:40 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,48
249,@MTA,Tue Apr 17 02:57:37 +0000 2018,"And once again, my 45 minute commute turned into 3 hours. Thanks a lot @MTA",0.44,0.195,0.805,0.0,49
250,@MTA,Tue Apr 17 02:57:36 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,50
251,@MTA,Tue Apr 17 02:57:17 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,51
252,@MTA,Tue Apr 17 02:56:37 +0000 2018,RT @yuhline: This is exactly what I meant when I told the @MTA that our subway stations (especially east broadway F train stop) turned in s…,0.0,0.0,1.0,0.0,52
253,@MTA,Tue Apr 17 02:56:09 +0000 2018,@MTA I’ve been waiting for the bus for 20 minutes come on,0.0,0.0,1.0,0.0,53
254,@MTA,Tue Apr 17 02:55:55 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,54
255,@MTA,Tue Apr 17 02:55:50 +0000 2018,"RT @mslaurabliss: How did things get so bad on the @MTA? On @CityLab's ""map"" of the system's decline, disinvestment and deferred maintenanc…",-0.67,0.0,0.824,0.176,55
256,@MTA,Tue Apr 17 02:55:48 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,56
257,@MTA,Tue Apr 17 02:55:06 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,57
258,@MTA,Tue Apr 17 02:54:20 +0000 2018,RT @ThomasLS: A chorus of mobile phones singing flood alerts on the @MTA is just the extra seasoning this morning needs.,0.0,0.0,1.0,0.0,58
259,@MTA,Tue Apr 17 02:54:13 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,59
260,@MTA,Tue Apr 17 02:54:08 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,60
261,@MTA,Tue Apr 17 02:53:19 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,61
262,@MTA,Tue Apr 17 02:52:44 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,62
263,@MTA,Tue Apr 17 02:52:21 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,63
264,@MTA,Tue Apr 17 02:51:48 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,64
265,@MTA,Tue Apr 17 02:50:55 +0000 2018,RT @jbguild: scenes from 145th st/broadway. @NYCTSubway @MTA @NY1 #justalittlerain https://t.co/vUYed8Se6g,0.0,0.0,1.0,0.0,65
